UNIQUE_ID,ELECTION ID,ELECTION NAME,COUNTY,POLL PLACE ID,POLLING PLACE NAME,VOTER COUNT
47010_6019,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,6019,GYM BEHIND THE CHURCH,353
47010_11913,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,11913,LEFT ENTRANCE IN MAIN FOYER,1062
47010_32122,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,32122,MAIN ENTRANCE,163
47010_32123,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,32123,MAIN ENTRANCE,45
47010_11905,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,11905,MAIN ROOM,292
47010_5996,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,5996,MAIN ROOM,258
47010_6024,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,6024,MAIN ROOM,683
47010_22527,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,22527,MEETING ROOM,1109
47010_6017,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,6017,MULTI PURPOSE ROOM,56
47010_96826,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,96826,NEW ZION MISSIONARY BAPTIST CHURCH,13
47010_90465,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,90465,RUTH MCLEOD TRAINING ROOM,459
47010_22485,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,22485,SIDE ROOM,347
47010_6021,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,6021,SIDE ROOM OFF OF MAIN WORSHIP HALL,384
47010_89128,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,89128,SOUTH ENTRANCE,237
47010_95180,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,95180,TEXAS A&M COLLEGE OF MEDICINE,130
47010_6007,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,6007,TEXAS A&M UNIVERSITY,315
47010_96535,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,96535,WELLBORN BAPTIST CHURCH,477
47010_14680,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRAZOS,14680,WEST SIDE OF BUILDING IN THE FOYER,286
47010_21009,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BREWSTER,21009,ALPINE CITY COUNCIL CHAMBERS,112
47010_90604,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BREWSTER,90604,BREWSTER COUNTY SUNNY GLEN COOPERATIVE BUILDING,151
47010_96947,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BREWSTER,96947,FOOD PANTRY OF ALPINE,32
47010_94356,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BREWSTER,94356,"J.W. RED"" PATTILLO COMMUNITY CENTER""",88
47010_94343,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BREWSTER,94343,JUDGE VAL CLARK BEARD OFFICE COMPLEX,85
47010_94350,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BREWSTER,94350,MARATHON COMMUNITY CENTER,41
47010_94345,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BREWSTER,94345,PANTHER JUNCTION COMMUNITY ROOM,9
47010_90314,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRISCOE,90314,FIRST BAPTIST CHURCH,67
47010_6036,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRISCOE,6036,HOPE COMMUNITY CENTER,109
47010_21745,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRISCOE,21745,PIONEER ROOM,67
47010_89983,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BRISCOE,89983,SILVERTON PUBLIC LIBRARY,35
47010_94647,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BROOKS,94647,"ENCINO, TEXAS",9
47010_95126,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BROOKS,95126,LASATER CAFETERIA,8
47010_92760,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BROOKS,92760,LIBRARY,10
47010_94649,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BROOKS,94649,LOS ENCINITOS ELEDERLY HOUSING OFFICE,38
47010_94648,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BROOKS,94648,VFW HALL,34
47010_22147,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BROWN,22147,ELECTION DAY,3169
47010_28066,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BROWN,28066,OFFICE,1
47010_6074,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURLESON,6074,1ST FLOOR HALLWAY,249
47010_6067,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURLESON,6067,ASSEMBLY OF GOD CHURCH,158
47010_6077,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURLESON,6077,CHRIESMAN COMMUNITY CENTER,90
47010_6069,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURLESON,6069,COOKS POINT COMMUNITY CENTER,151
47010_95174,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURLESON,95174,HERMANN SONS OF LIFE HALL,136
47010_94906,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURLESON,94906,NEXT TO  CITY HALL,306
47010_95173,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURLESON,95173,YEGUA CENTER,321
47010_6082,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,6082,AGRILIFE EXTENSION,716
47010_24075,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,24075,BERTRAM LIBRARY,357
47010_6095,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,6095,BRIGGS COMMUNITY CENTER,127
47010_6087,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,6087,CASSIE COMMUNITY CENTER,111
47010_25966,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,25966,CHURCH OF CHRIST,222
47010_95352,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,95352,CITY HALL,155
47010_24501,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,24501,COMMUNITY CENTER,243
47010_6090,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,6090,CORNER OF CR 330 AND FM 243,111
47010_25257,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,25257,COURTHOUSE NORTH ANNEX,91
47010_6099,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,6099,COURTROOM,536
47010_6081,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,6081,FIRST LUTHERAN CHURCH,157
47010_24982,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,24982,GRACE UNITED METHODIST CHURCH,70
47010_24986,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,24986,GRANITE SHOALS COMMUNITY CTR,187
47010_6089,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,6089,HIGHLAND HAVEN COMMUNITY CENTER,299
47010_6088,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,6088,HOOVER VALLEY VOLUNTEER FIRE DEPARTMENT,165
47010_88938,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,88938,JOPPA,48
47010_6094,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,6094,LAKE VICTOR COMMUNITY CENTER,87
47010_6091,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,6091,NARUNA CHURCH BUILDING,94
47010_6096,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,6096,OAKALLA COMMUNITY CENTER,112
47010_6085,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,6085,SILVER CREEK FIRE HALL AND COMMUNITY CENTER,147
47010_6086,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,BURNET,6086,SMITHWICK COMMUNITY CENTER,86
47010_6128,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALDWELL,6128,DALE COMMUNITY CENTER,99
47010_17147,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALDWELL,17147,DEM  ELECTION DAY,21
47010_25973,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALDWELL,25973,FENTRESS COMMUNITY CHURCH,43
47010_6109,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALDWELL,6109,LOCKHART EVENING LIONS CLUB,69
47010_6116,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALDWELL,6116,LULING CIVIC CENTER,212
47010_94272,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALDWELL,94272,LYTTON SPRINGS BAPTIST CHURCH HALL,86
47010_96572,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALDWELL,96572,MAXWELL SOCIAL CLUB,60
47010_6114,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALDWELL,6114,MCMAHAN COMMUNITY CENTER,224
47010_6112,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALDWELL,6112,SOUTHSIDE CLUBHOUSE,169
47010_6125,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALDWELL,6125,ST. MARY'S CATHOLIC CHURCH HALL,88
47010_89638,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALDWELL,89638,THE CONNECTION CENTER,244
47010_33190,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALDWELL,33190,THREE RIVERS COMMUNITY CHURCH,81
47010_89502,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALDWELL,89502,UHLAND,53
47010_6108,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALDWELL,6108,VFW POST 8927,111
47010_96868,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALHOUN,96868,BAUER COMMUNITY CENTER,147
47010_96862,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALHOUN,96862,BAUER EXHIBIT BUILDING,49
47010_96864,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALHOUN,96864,CALHOUN COUNTY ANNEX,48
47010_96870,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALHOUN,96870,CALHOUN COUNTY EMS,82
47010_96865,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALHOUN,96865,CALHOUN COUNTY LIBRARY,38
47010_96863,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALHOUN,96863,MAGNOLIA BEACH VOL FIRE DEPT,66
47010_96869,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALHOUN,96869,OLIVIA FIRE STATION,111
47010_96867,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALHOUN,96867,PORT LAVACA CITY HALL,17
47010_96872,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALHOUN,96872,PORT O'CONNOR LIBRARY,233
47010_96871,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALHOUN,96871,SEADRIFT CITY HALL,251
47010_96866,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALHOUN,96866,SIX MILE VOLUNTEER FIRE DEPT.,287
47010_14701,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALLAHAN,14701,CLYDE,474
47010_6156,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALLAHAN,6156,COMMUNITY CENTER,275
47010_23775,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALLAHAN,23775,SCHOOL,273
47010_96649,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CALLAHAN,96649,TEMPORARY OPERATIONS BUILDING,255
47010_95261,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,95261,AMERICAN LEGION HALL,217
47010_96623,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,96623,AUDITORIUM,209
47010_91290,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91290,AUSTIN ELEMENTARY SCHOOL,218
47010_91296,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91296,BENAVIDES ELEMENTARY SCHOOL,125
47010_94141,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,94141,BOARD ROOM,324
47010_91285,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91285,BOARD ROOM,22
47010_91284,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91284,BONITA PARK COMMUNITY BUILDING,38
47010_94126,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,94126,BROWNSVILLE PUBLIC LIBRARY - SOUTHMOST BRANCH,88
47010_91299,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91299,BURNS ELEMENTARY SCHOOL,185
47010_94131,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,94131,ED DOWNS ELEMENTARY SCHOOL,128
47010_91315,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91315,FRED BOOTH ELEMENTARY SCHOOL,90
47010_91302,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91302,GUTIERREZ MIDDLE SCHOOL,292
47010_94143,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,94143,HARLINGEN OUTREACH CENTER,47
47010_91304,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91304,HUDSON ELEMENTARY SCHOOL,132
47010_91301,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91301,JAMES PACE HIGH SCHOOL,96
47010_91292,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91292,JEFFERSON ELEMENTARY SCHOOL,129
47010_91313,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91313,LA PALOMA ELEMENTARY SCHOOL,39
47010_94053,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,94053,LAS YESCAS ELEMENTARY SCHOOL,49
47010_91306,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91306,LONG ELEMENTARY SCHOOL,73
47010_91160,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91160,LOS FRESNOS COMMUNITY CENTER,259
47010_91310,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91310,LOS INDIOS COMMUNITY CENTER,10
47010_91287,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91287,MARIA LUISA RUIZ GUERRA COUNTY ANNEX,38
47010_91162,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91162,OLIVEIRA MIDDLE SCHOOL,107
47010_91158,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91158,PORT ISABEL CITY HALL,96
47010_91159,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91159,RIO HONDO HIGH SCHOOL,135
47010_91303,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91303,RIVERA HIGH SCHOOL,92
47010_91166,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91166,SHARP ELEMENTARY SCHOOL,71
47010_91297,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91297,SOUTH PADRE ISLAND CITY HALL,209
47010_91289,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91289,STUART PLACE ELEMENTARY SCHOOL,210
47010_94142,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,94142,TSTC CULTURAL ARTS CENTER,143
47010_91161,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91161,VILLAREAL ELEMENTARY SCHOOL,95
47010_91293,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMERON,91293,ZAVALA ELEMENTARY SCHOOL,113
47010_97147,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMP,97147,CAMP COUNTY COURTHOUSE,95
47010_97155,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMP,97155,CAMP COUNTY COURTHOUSE - FIRST FLOOR,198
47010_95655,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMP,95655,HICH SCHOOL AUDITORIUM,239
47010_95654,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CAMP,95654,PITTSBURG FIRE STATION,221
47010_23282,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CARSON,23282,100 BROADWAY GROOM 79039,125
47010_19380,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CARSON,19380,500 CHAMBERLAIN SKELLYTOWN TX 79080,79
47010_24556,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CARSON,24556,500 MAIN STREET PANHANDLE TEXAS 79068,3
47010_24615,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CARSON,24615,500 MAIN STREET PANHANDLE TX 79068,214
47010_24557,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CARSON,24557,501 MESQUITE FRITCH TX,75
47010_22983,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CARSON,22983,5TH AND PAUL STREET WHITE DEER TX 79097,222
47010_95256,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CARSON,95256,PANHANDLE JR HIGH GYM,87
47010_94294,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASS,94294,CITY HALL,111
47010_94296,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASS,94296,CITY HALL,105
47010_13220,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASS,13220,CITY HALL,336
47010_6259,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASS,6259,CIVIC CENTER,174
47010_94290,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASS,94290,COMMUNITY ASSOCIATION BUILDING,192
47010_94289,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASS,94289,COMMUNITY CENTER,403
47010_94293,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASS,94293,GRAPHIC PACKAGING EMPLOYEE ASSOCIATION BUILDING,76
47010_6245,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASS,6245,KILDARE COMMUNITY CENTER,41
47010_95235,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASS,95235,MAIN STREET EDUCATION,151
47010_94291,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASS,94291,MORRISS BUILDING-NEXT TO BOWIE CASS,151
47010_95181,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASS,95181,OLD HORNE ENTERPRISE BUILDING,325
47010_88956,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASS,88956,VOTING BUILDING,325
47010_26907,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASTRO,26907,103 N 2ND ST,193
47010_89152,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASTRO,89152,320 FM 1055,34
47010_20101,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASTRO,20101,ELECTION TABLE,35
47010_26910,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASTRO,26910,ELECTION TABLE,10
47010_20107,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASTRO,20107,ELECTION TABLE,26
47010_20100,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASTRO,20100,FELLOWSHIP HALL,130
47010_20102,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASTRO,20102,GYM,48
47010_20098,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CASTRO,20098,RM 200,12
47010_6281,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHAMBERS,6281,ANAHUAC,430
47010_6280,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHAMBERS,6280,BEACH CITY ED,311
47010_97033,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHAMBERS,97033,COMMUNITY BUILDING,173
47010_6283,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHAMBERS,6283,COVE,404
47010_95189,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHAMBERS,95189,GOSS LIBRARY ED,895
47010_94943,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHAMBERS,94943,JP 6 COURTROOM,331
47010_96634,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHAMBERS,96634,JUANITA HARGRAVES MEMORIAL LIBRARY,338
47010_6303,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,6303,1ST BAPTIST CHURCH OF MIXON,239
47010_28746,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,28746,1ST CHRISTIAN CHURCH,244
47010_28752,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,28752,AFTON GROVE BAPT CHURCH,158
47010_89606,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,89606,ALTO LIBRARY,133
47010_6312,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,6312,BLACKJACK BAPTIST CHURCH,159
47010_6313,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,6313,CONCORD PRESBYTERIAN,117
47010_6304,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,6304,COVE SPRINGS COMM CHURCH,153
47010_94111,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,94111,CRAFT BAPTIST CHURCH,166
47010_11949,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,11949,FIRST BAPT CHURCH PONTA,55
47010_6289,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,6289,GALLATIN COMM CTR,128
47010_89169,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,89169,JACKSONVILLE,17
47010_94976,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,94976,JACKSONVILLE PUBLIC LIBRARY,56
47010_96172,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,96172,MARANATHA COMMUNITY WORSHIP,77
47010_23719,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,23719,MT SELMAN METHODIST,156
47010_6305,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,6305,NEW HOPE BAPTIST,209
47010_20093,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,20093,NEW SUM 1ST BAPTIST,104
47010_96860,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,96860,PRECINT 3 BUILDING,42
47010_25070,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,25070,ROCKY SPRINGS,132
47010_89607,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,89607,RUSK,148
47010_6294,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,6294,SALEM BAPTIST,142
47010_33068,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,33068,SHADY GROVE CHURCH OF CHRIST,63
47010_90555,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,90555,TEASELVILLE/BULLARD,282
47010_95127,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHEROKEE,95127,THE RIVER CHURCH,148
47010_96016,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHILDRESS,96016,CHILDRESS PCT 401,108
47010_92763,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHILDRESS,92763,CHURCH OF CHRIST - FELLOWSHIP HALL,110
47010_6316,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHILDRESS,6316,CITY AUDITORIUM BANQUET ROOM,112
47010_96992,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHILDRESS,96992,COURTHOUSE,10
47010_96991,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CHILDRESS,96991,SOUTH PLAINS ELECTRIC COOP,107
47010_17506,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CLAY,17506,EAST SIDE LIVING ROOM,57
47010_22886,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CLAY,22886,FELLOWHIP HALL,200
47010_25438,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CLAY,25438,FELLOWSHIP HALL,91
47010_96105,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CLAY,96105,FELLOWSHIP HALL,265
47010_94937,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CLAY,94937,MAIN ROOM,129
47010_95194,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CLAY,95194,MAIN ROOM,518
47010_95196,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CLAY,95196,MAIN ROOM,130
47010_6326,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CLAY,6326,MEETING AREA JUST INSIDE FRONT DOOR,72
47010_6325,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CLAY,6325,MEETING AREA JUST INSIDE FRONT DOOR,63
47010_6322,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CLAY,6322,MEETING AREA JUST INSIDE FRONT DOOR,106
47010_6319,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CLAY,6319,MEETING AREA JUST INSIDE FRONT DOOR,98
47010_6331,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CLAY,6331,MEETING AREA JUST INSIDE FRONT DOOR,61
47010_6332,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,CLAY,6332,OPEN AREA JUST INSIDE FRONT ENTRANCE,118
47010_95508,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COCHRAN,95508,ACTIVITY BUILDING,76
47010_94153,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COCHRAN,94153,COUNTY BARN BLEDSOE,14
47010_96271,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COCHRAN,96271,WHITEFACE OLD GYM,55
47010_95794,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COKE,95794,BRONTE REC CENTER,143
47010_19038,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COKE,19038,COURTHOUSE,91
47010_96761,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COKE,96761,FIRST BAPTIST CHURCH,103
47010_95795,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COKE,95795,RL REC CENTER,98
47010_6340,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COLEMAN,6340,CONCHO BAPTIST FELLOWSHIP HALL,130
47010_25300,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COLEMAN,25300,COURTHOUSE,332
47010_6339,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COLEMAN,6339,OLD ARMORY COM CENTER,130
47010_6341,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COLEMAN,6341,UNITED CHRISTIAN CHURCH,54
47010_91552,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COLLIN,91552,100W,217
47010_91151,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COLLIN,91151,ATRIUM 1,678
47010_91586,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COLLIN,91586,AUDITORIUM,1002
47010_91566,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COLLIN,91566,AUX GYM,206
47010_91547,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COLLIN,91547,BACK FOYER BY GYM,229
47010_95341,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COLLIN,95341,BOARD CONFERENCE ROOM,803
47010_91146,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,COLLIN,91146,BOARD ROOM,245
