CNTYVTD,VTDKEY,ClintonD_16G_President,TrumpR_16G_President,JohnsonL_16G_President,SteinG_16G_President,Write-InW_16G_President
"1213155",3079,845,1775,91,16,33
"1213156",3080,137,430,21,3,4
"1213157",3081,51,182,5,1,1
"1213158",3082,514,1354,72,14,17
"1213159",3083,733,1708,110,20,19
"1213160",3084,588,1430,83,19,19
"1214161",3085,724,863,64,19,23
"1214162a",3086,112,167,10,2,3
"1214162b",3087,22,33,2,0,1
"1214163",3088,575,729,66,9,27
"1214164",3089,1004,1512,109,34,43
"1214165",3090,1745,813,108,57,36
"1214166",3091,536,527,56,29,13
"1214167",3092,1168,551,102,62,27
"1214168",3093,629,278,32,42,16
"1214169",3094,913,277,62,35,9
"1214170",3095,1830,571,141,92,29
"1214171",3096,123,58,7,4,9
"1214172",3097,845,165,65,47,17
"1214173",3098,4,1,0,0,0
"1214174",3099,725,195,47,26,13
"1214175",3100,83,35,13,5,1
"1214176",3101,732,1052,72,14,13
"1214177",3102,270,127,32,11,6
"1214178",3103,645,392,68,29,22
"1214179",3104,691,1189,66,14,12
"1214180",3105,235,369,22,5,8
"1214181",3106,893,1397,92,21,43
"1214182",3107,18,55,2,0,1
"1214183",3108,55,250,11,2,2
"1214184",3109,501,1737,60,8,16
"1214185",3110,216,743,28,3,5
"1214186",3111,352,1207,43,8,12
"1214187",3112,584,201,43,43,4
"1214188",3113,0,0,0,0,0
"1214189",3114,94,271,13,3,3
"1214190",3115,332,1279,78,14,11
"1214191",3116,212,854,45,10,9
"1214192",3117,156,579,19,7,4
"1214193",3118,362,1805,59,13,14
"1214194",3119,38,191,7,1,2
"1214195",3120,24,84,5,0,2
"1214196",3121,177,636,29,1,8
"1214197",3122,150,700,30,3,6
"1214198",3123,321,1497,63,5,11
"1214199",3124,10,26,1,0,0
"1214200",3125,11,28,1,0,1
"1214201",3126,347,944,40,5,18
"1214202",3127,559,1527,69,10,29
"1214203",3128,396,1210,55,4,12
"1214204",3129,626,1408,105,11,38
"1214205a",3130,531,1396,100,6,14
"1214205b",3131,0,0,0,0,0
"1214206",3132,387,1361,69,8,12
"1214207",3133,148,733,39,3,5
"1214208",3134,49,229,14,1,3
"1214209",3135,325,831,51,7,20
"1214210",3136,703,1898,85,11,25
"1214211",3137,834,2441,120,11,29
"1214212",3138,94,224,8,1,3
"1214213",3139,115,284,21,2,8
"1214214",3140,311,771,52,11,19
"1214215",3141,189,495,23,7,11
"1214216",3142,61,213,11,2,4
"1214217",3143,79,269,17,2,7
"1214218",3144,17,67,3,1,1
"1214219",3145,230,1163,41,6,9
"1214220",3146,217,1082,48,7,12
"1214221",3147,29,72,4,1,1
"1214222",3148,504,1256,68,20,33
"1214223",3149,182,453,23,3,7
"1214224",3150,235,595,25,5,8
"1219100",3151,0,0,0,0,0
"1219101",3152,0,0,0,0,0
"1219102",3153,0,0,0,0,0
"1219200",3154,0,0,0,0,0
"1219201",3155,0,0,0,0,0
"1219202",3156,0,0,0,0,0
"1219203",3157,1,2,0,0,0
"1219204",3158,0,0,0,0,0
"1219300",3159,0,0,0,0,0
"1219301",3160,0,0,0,0,0
"1219302",3161,0,0,0,0,0
"1219303",3162,6,1,0,0,0
"1219304",3163,0,0,0,0,0
"1230101",3164,147,840,21,2,2
"1230102",3165,274,171,10,3,0
"1230201",3166,35,272,4,0,1
"1230202",3167,117,580,12,1,1
"1230203",3168,68,504,8,4,0
"1230301",3169,113,733,14,1,3
"1230302",3170,110,554,10,6,0
"1230303",3171,38,202,6,2,0
"1230401",3172,206,980,27,1,4
"1230402",3173,55,683,12,7,0
"1250001",3174,7,57,0,0,0
"1250002",3175,13,90,2,1,0
"1250003",3176,32,160,5,1,0
"1250004",3177,33,122,4,1,0
"1250005",3178,9,132,6,0,0
"1250006",3179,34,194,6,0,0
"1270001",3180,496,228,16,9,0
"1270002",3181,547,248,13,2,0
"1270003",3182,150,63,1,0,0
"1270004",3183,18,6,0,0,0
"1270005",3184,327,143,7,2,0
"1270006",3185,388,174,11,6,0
"1270007",3186,247,112,9,2,0
"1290101",3187,46,283,5,1,4
"1290201",3188,59,360,13,1,0
"1290301",3189,14,167,7,2,0
"1290303",3190,28,167,2,0,0
"1290401",3191,44,248,13,1,0
"1310001",3192,825,263,9,8,0
"1310002",3193,508,140,9,4,1
"1310003",3194,238,70,5,1,0
"1310004",3195,83,46,2,0,0
"1310005",3196,112,52,0,1,0
"1310006",3197,64,18,2,0,0
"1310007",3198,22,53,2,0,0
"1310008",3199,492,548,15,4,0
"1310009",3200,439,126,5,1,0
"1330001",3201,178,1424,33,3,7
"1330002",3202,22,180,7,2,0
"1330003",3203,148,803,28,5,6
"1330004",3204,20,196,1,1,0
"1330005",3205,55,356,5,3,1
"1330006",3206,18,186,1,1,0
"1330007",3207,112,1139,12,4,4
"1330008",3208,179,1423,29,12,7
"1330009",3209,44,304,4,0,0
"1350101",3210,360,863,24,7,0
"1350102",3211,328,533,22,3,0
"1350103",3212,236,540,26,4,0
"1350104",3213,297,695,37,6,1
"1350108",3214,204,903,23,5,1
"1350109",3215,14,139,4,0,1
"1350110",3216,223,792,29,2,4
"1350111",3217,173,587,29,3,5
"1350201",3218,245,1302,48,3,9
"1350202",3219,300,1406,51,6,7
"1350203",3220,390,1962,66,14,12
"1350204",3221,342,1501,38,6,5
"1350205",3222,208,943,26,11,0
"1350206",3223,147,737,27,3,4
"1350207",3224,80,1053,27,2,5
"1350208",3225,360,1370,60,6,4
"1350209",3226,176,699,27,2,3
"1350301",3227,435,819,35,1,2
"1350302",3228,182,342,20,2,0
"1350303",3229,336,505,36,2,0
"1350304",3230,94,105,8,1,0
"1350305",3231,120,81,9,3,3
"1350306",3232,219,300,22,1,1
"1350307",3233,365,562,36,11,1
"1350308",3234,126,391,9,4,0
"1350309",3235,178,525,28,3,3
"1350310",3236,176,525,15,6,0
"1350311",3237,176,322,16,3,4
"1350312",3238,181,604,22,4,2
"1350313",3239,75,429,11,0,0
"1350314",3240,177,608,12,2,1
"1350401",3241,118,272,11,2,0
"1350402",3242,491,206,19,6,0
"1350403",3243,779,262,30,10,0
"1350404",3244,279,378,11,3,1
"1350405",3245,311,102,14,5,1
"1350406",3246,533,515,32,6,1
"1350407",3247,320,650,22,5,2
"1350408",3248,146,112,6,1,0
"1350409",3249,210,234,16,1,2
"1350412",3250,139,146,5,2,0
"1370001",3251,86,103,4,2,1
"1370002",3252,44,263,3,3,2
"1370003",3253,66,210,7,0,1
"1370004",3254,107,170,3,0,2
"1391001",3255,623,133,33,2,8
"1391002",3256,13,49,1,0,0
"1391003",3257,268,641,28,9,20
"1391004",3258,0,0,0,0,0
"1391005",3259,312,966,44,6,25
"1391006",3260,273,843,39,8,26
"1391007",3261,247,990,39,6,16
"1391008",3262,19,65,2,0,0
"1391009",3263,365,1303,37,4,12
"1391010",3264,360,843,29,9,10
"1391011",3265,453,1145,48,12,12
"1391012",3266,651,1062,34,6,16
"1391013",3267,271,626,23,6,10
"1391014",3268,215,957,26,5,5
"1391015",3269,346,1033,34,6,9
"1391016",3270,433,342,25,2,4
"1391017",3271,405,1090,53,5,16
"1391018",3272,552,572,35,5,15
"1391019",3273,267,862,32,8,20
"1391020",3274,221,658,20,4,4
"1391021",3275,157,625,17,2,6
"1391022",3276,356,1108,51,6,18
"1391023",3277,0,0,0,0,0
"1391024",3278,296,870,48,8,21
"1391025",3279,480,1186,41,11,23
"1391026",3280,359,1065,59,13,37
"1391027",3281,200,911,38,4,24
"1391028",3282,238,1075,29,5,11
"1391029",3283,80,233,5,2,5
"1391030",3284,297,763,20,3,10
"1391031",3285,110,243,10,1,4
"1391032",3286,263,1538,39,6,19
"1391033",3287,125,656,22,5,10
"1391034",3288,419,1833,80,19,54
"1391035",3289,208,836,37,6,22
"1391036",3290,325,1396,62,15,31
"1391037",3291,142,601,27,4,11
"1391038",3292,269,1401,44,7,31
"1391039",3293,311,1419,46,10,25
"1391040",3294,34,177,6,2,4
"1391041",3295,272,1401,44,7,22
"1391042",3296,31,147,6,1,2
"1391043",3297,432,1423,55,6,21
"1391044",3298,88,339,13,2,5
"1391045",3299,22,88,3,0,1
"1391046",3300,44,171,6,1,2
"1391047",3301,49,170,4,0,3
"1391048",3302,263,896,32,6,19
"1391049",3303,85,293,9,1,6
"1391050",3304,655,791,50,16,18
"1391051",3305,581,985,40,15,15
"1391052",3306,684,585,26,12,20
"1391053",3307,375,638,26,5,14
"1391054",3308,480,747,34,5,16
"1391055",3309,442,1470,40,3,26
"1391056",3310,326,1201,43,5,39
"1391057",3311,253,769,27,5,12
"1391058",3312,136,411,16,2,7
"1391059",3313,72,300,10,1,2
"1410001",3314,651,249,44,9,6
"1410002",3315,727,253,41,15,6
"1410003",3316,766,363,52,9,9
"1410004",3317,539,270,28,5,9
"1410005",3318,858,414,62,16,22
"1410006",3319,506,664,48,13,15
"1410007",3320,871,638,82,21,31
"1410008",3321,664,953,61,13,26
"1410009",3322,1068,722,86,20,24
"1410010",3323,1331,444,49,30,15
"1410011",3324,1478,793,92,37,34
"1410012",3325,666,288,34,9,14
"1410013",3326,1163,531,86,25,9
"1410014",3327,1115,872,75,17,37
"1410015",3328,813,681,61,13,28
"1410016",3329,1330,423,76,30,24
"1410017",3330,540,391,37,10,18
"1410018",3331,964,829,67,15,55
"1410019",3332,1145,544,68,26,10
"1410020",3333,432,231,29,8,2
"1410021",3334,683,654,38,12,20
"1410022",3335,864,455,64,28,21
"1410023",3336,460,378,26,8,13
"1410024",3337,1118,789,68,25,23
"1410025",3338,946,457,59,27,28
"1410026",3339,596,326,41,19,15
"1410027",3340,711,274,33,12,10
"1410028",3341,156,49,4,2,2
"1410029",3342,979,308,53,38,21
"1410030",3343,85,15,4,1,0
"1410031",3344,517,133,20,13,12
"1410032",3345,624,260,35,12,8
"1410033",3346,785,374,41,9,15
"1410034",3347,278,48,6,8,5
"1410035",3348,795,344,44,21,15
"1410036",3349,790,130,34,50,6
"1410037",3350,864,108,25,15,8
"1410038",3351,782,128,40,21,6
"1410039",3352,314,38,13,4,1
"1410040",3353,330,62,10,7,2
"1410041",3354,387,66,15,9,6
"1410042",3355,752,90,15,11,3
"1410043",3356,600,586,67,9,18
"1410044",3357,954,693,112,26,25
"1410045",3358,1092,551,93,27,23
"1410046",3359,433,210,37,9,4
"1410047",3360,775,545,68,17,13
"1410048",3361,669,224,36,17,20
"1410049",3362,415,261,30,7,9
"1410050",3363,736,375,67,24,20
"1410051",3364,626,422,52,19,15
"1410052",3365,720,306,49,21,9
"1410053",3366,930,420,43,20,5
"1410054",3367,650,252,38,20,9
"1410055",3368,770,415,49,10,12
"1410056",3369,618,456,65,20,17
"1410057",3370,487,245,30,10,7
"1410058",3371,512,297,43,12,5
"1410059",3372,886,285,53,20,13
"1410060",3373,618,629,64,8,11
"1410061",3374,463,270,29,22,10
"1410062",3375,453,126,19,15,5
"1410063",3376,863,241,49,16,11
"1410064",3377,957,222,36,24,8
"1410065",3378,125,151,20,7,2
"1410066",3379,724,219,35,11,7
"1410067",3380,797,242,35,18,11
"1410068",3381,236,66,18,8,3
"1410069",3382,1429,359,67,39,22
"1410070",3383,932,235,37,13,10
"1410071",3384,822,216,24,16,8
"1410072",3385,504,112,23,12,4
"1410073",3386,439,115,17,8,10
"1410074",3387,829,130,39,21,4
"1410075",3388,584,215,20,8,14
"1410076",3389,506,121,17,8,5
"1410077",3390,887,196,38,20,13
"1410078",3391,546,129,21,4,6
"1410079",3392,269,46,5,2,2
"1410080",3393,611,76,18,17,1
"1410081",3394,150,32,5,2,0
"1410082",3395,825,142,23,21,6
"1410083",3396,516,83,11,13,6
"1410084",3397,872,112,22,22,5
"1410085",3398,677,97,23,7,4
"1410086",3399,91,68,13,4,2
"1410087",3400,3,2,0,0,0
"1410088",3401,173,181,30,9,14
"1410089",3402,1101,294,62,25,16
"1410090",3403,694,342,27,21,10
"1410091",3404,368,141,12,6,2
"1410092",3405,1014,589,51,31,23
"1410093",3406,608,251,24,15,13
"1410094",3407,930,404,52,23,11
"1410095",3408,969,446,53,9,9
"1410096",3409,1085,617,50,15,20
"1410097",3410,698,302,41,14,15
"1410098",3411,678,447,34,16,13
"1410099",3412,461,176,26,7,2
"1410100",3413,1084,456,63,17,14
"1410101",3414,870,461,34,12,6
"1410102",3415,844,314,43,17,11
"1410103",3416,608,429,34,11,9
"1410104",3417,981,518,50,19,14
"1410105",3418,971,430,42,19,15
"1410106",3419,1025,352,42,23,11
"1410107",3420,743,357,26,18,11
"1410108",3421,652,469,35,13,17
"1410109",3422,621,323,40,11,16
"1410110",3423,1092,449,51,18,16
"1410111",3424,386,115,17,10,3
"1410112",3425,1674,402,63,30,19
"1410113",3426,862,266,48,16,6
"1410114",3427,1525,433,73,22,14
"1410115",3428,741,265,43,16,11
"1410116",3429,1272,432,70,18,12
"1410117",3430,1196,376,49,21,13
"1410118",3431,820,363,38,16,15
"1410119",3432,767,306,38,21,16
"1410120",3433,1142,370,45,19,15
"1410121",3434,800,231,39,9,5
"1410122",3435,1401,381,63,28,7
"1410123",3436,1147,269,57,23,12
"1410124",3437,1108,260,48,35,12
"1410125",3438,1277,428,68,27,16
"1410126",3439,1537,624,68,36,16
"1410127",3440,70,21,3,1,0
"1410128",3441,380,171,26,4,4
"1410129",3442,906,381,50,25,13
"1410130",3443,1339,429,59,20,12
"1410131",3444,771,238,29,14,15
"1410132",3445,133,27,11,0,3
"1410133",3446,1018,174,38,13,7
"1410134",3447,475,136,22,18,7
"1410135",3448,929,171,36,7,2
"1410136",3449,752,119,20,11,4
"1410137",3450,772,126,12,13,4
"1410138",3451,884,146,28,19,6
"1410139",3452,827,174,30,11,11
"1410140",3453,661,108,22,11,2
"1410141",3454,479,105,20,7,2
"1410142",3455,477,78,15,5,0
"1410143",3456,994,179,25,14,6
"1410144",3457,1015,216,37,15,4
"1410145",3458,952,194,42,23,7
"1410146",3459,532,92,14,6,2
"1410147",3460,569,121,18,16,5
"1410148",3461,866,156,23,12,8
"1410149",3462,1037,218,44,16,6
"1410150",3463,725,125,16,15,7
"1410151",3464,898,122,27,10,4
"1410152",3465,785,103,12,9,6
"1410153",3466,1007,176,26,15,3
"1410154",3467,859,138,31,16,6
"1410155",3468,400,71,15,2,0
"1410156",3469,721,105,26,13,1
"1410157",3470,240,32,6,4,2
"1410158",3471,596,315,33,11,10
"1410159",3472,631,111,20,11,3
"1410160",3473,855,143,27,11,4
"1410161",3474,387,64,20,5,1
"1410162",3475,1240,206,48,22,9
"1410163",3476,937,191,34,12,7
"1410164",3477,1299,238,43,17,6
"1410165",3478,1221,185,58,24,4
"1410166",3479,765,441,55,18,14
"1410167",3480,1229,195,61,17,12
"1410168",3481,113,34,0,0,0
"1410169",3482,817,156,38,14,12
"1410170",3483,856,391,51,20,11
"1410171",3484,661,94,28,12,1
"1410172",3485,1492,320,58,19,9
"1410173",3486,565,138,18,2,4
"1410174",3487,15,9,0,0,0
"1410175",3488,86,34,2,2,1
"1410176",3489,333,248,21,9,14
"1410177",3490,132,116,11,3,6
"1410178",3491,346,229,28,6,7
"1410179",3492,211,21,6,6,1
"1410180",3493,626,80,26,12,3
"1410181",3494,370,191,30,8,10
"1410182",3495,407,146,31,6,9
"1410183",3496,0,0,0,0,0
"1410184",3497,6,2,0,0,0
"1410185",3498,215,168,12,6,2
"1410186",3499,248,130,15,5,5
"1410187",3500,0,0,0,0,0
"1410188",3501,31,26,0,0,0
"1410189",3502,11,4,1,0,0
"1410190",3503,43,8,2,0,0
"1410191",3504,174,69,7,3,1
"1410192",3505,1069,515,80,18,27
"1410193",3506,229,119,13,5,5
"1410194",3507,399,289,43,9,9
"1410195",3508,592,302,52,14,7
"1410196",3509,959,338,55,19,9
"1410197",3510,1216,419,63,19,16
"1410198",3511,1194,541,95,24,23
"1410199",3512,528,258,25,9,6
"1410200",3513,6,3,0,0,0
"1410201",3514,603,316,34,12,12
"1410202",3515,493,258,26,9,8
"1410203",3516,377,199,22,8,6
"1410204",3517,0,0,0,0,0
"1410205",3518,825,170,49,13,7
"1410206",3519,258,52,17,6,5
"1410207",3520,715,104,34,15,4
"1410208",3521,562,87,27,6,1
"1410209a",3522,76,57,10,2,1
"1410209b",3523,0,0,0,0,0
"1410210",3524,0,0,0,0,0
"1410211a",3525,72,23,4,2,1
"1410211b",3526,0,0,0,0,0
"1410212",3527,25,13,1,1,0
"1410213",3528,81,12,2,1,0
"1410214",3529,0,0,0,0,0
"1410215",3530,999,372,63,23,8
"1410216",3531,7,1,0,0,0
"1410217",3532,105,22,8,2,0
"1410218",3533,53,9,2,0,0
"1410219",3534,503,69,19,10,2
"1410220",3535,481,67,13,6,4
"1410221",3536,56,39,8,3,1
"1430010",3537,123,399,35,6,5
"1430011",3538,71,177,15,1,1
"1430012",3539,131,637,22,4,7
"1430018",3540,142,1001,22,2,6
"1430019",3541,113,714,22,6,0
"1430020",3542,118,576,13,2,2
"1430021",3543,119,692,27,2,3
"1430023",3544,48,266,7,2,1
"1430024",3545,186,836,19,4,4
"1430025",3546,59,390,7,1,0
"1430030",3547,53,389,10,1,3
"1430031",3548,109,698,18,1,3
"1430032",3549,141,795,21,13,6
"1430033",3550,143,343,22,4,7
"1430034",3551,75,648,12,2,4
"1430035",3552,38,39,5,1,1
"1430041",3553,58,406,5,0,2
"1430044",3554,125,1097,26,5,5
"1430045",3555,196,640,47,9,12
"1430046",3556,80,325,19,1,5
"1430047",3557,32,142,4,1,0
"1450101",3558,119,154,6,3,0
"1450102",3559,157,332,11,2,0
"1450103",3560,61,355,9,1,0
"1450201",3561,63,296,4,2,0
"1450202",3562,340,120,3,0,0
"1450203",3563,275,99,4,2,1
"1450301",3564,82,359,8,2,0
"1450302",3565,178,484,12,3,1
"1450303",3566,32,306,6,0,2
"1450401",3567,75,277,12,3,1
"1450402",3568,182,397,8,5,1
"1450403",3569,120,262,7,0,4
"1470001",3570,154,643,14,3,6
"1470002",3571,72,619,16,3,4
"1470003",3572,104,266,3,2,0
"1470004",3573,250,626,21,3,1
"1470005",3574,50,271,6,1,2
"1470006",3575,71,373,14,0,1
"1470007",3576,32,242,10,5,1
"1470009",3577,92,484,14,2,2
"1470010",3578,215,1106,24,8,3
"1470011",3579,192,1145,25,4,10
"1470012",3580,100,623,11,0,3
"1470013",3581,49,227,4,0,0
"1470015",3582,55,456,14,0,4
"1470016",3583,45,166,6,0,0
"1470017",3584,78,343,11,1,1
"1470018",3585,323,1165,42,9,3
"1470019",3586,241,781,32,5,8
"1490110",3587,102,530,17,2,8
"1490112",3588,149,541,9,5,4
"1490204",3589,143,769,6,3,8
"1490207",3590,227,1011,22,3,7
"1490315",3591,45,324,9,1,13
"1490316",3592,260,991,25,7,13
"1490422",3593,86,400,4,3,4
"1490423",3594,106,440,5,3,4
"1490425",3595,319,1254,21,5,9
"149101n",3596,339,881,33,7,6
"149201e",3597,138,595,23,2,7
"149301w",3598,213,912,35,4,3
"1510001",3599,84,306,8,2,3
"1510004",3600,84,311,14,4,2
"1510010a",3601,102,315,12,2,1
"1510010b",3602,0,0,0,0,0
"1510012",3603,133,333,10,2,2
"1530001",3604,105,485,16,0,0
"1530002",3605,106,494,16,0,0
"1530003",3606,112,221,4,2,0
"1530004",3607,112,274,11,1,0
"1550101",3608,21,77,2,0,0
"1550201",3609,33,132,7,0,1
"1550301",3610,24,90,4,1,0
"1550401",3611,35,84,1,0,1
"1571004",3612,957,1424,90,24,23
"1571005",3613,259,553,23,3,3
"1571006",3614,1195,2700,141,8,33
"1571008",3615,121,461,8,1,0
"1571013",3616,739,862,55,10,7
"1571014",3617,713,1928,93,11,26
"1571019",3618,157,532,17,0,2
"1571038",3619,1317,1908,125,23,27
"1571041",3620,354,1009,40,9,5
"1571054",3621,104,145,3,2,0
"1571057",3622,730,1772,73,10,12
"1571063",3623,485,1656,69,6,8
"1571103",3624,935,2163,107,17,24
"1571104",3625,760,2053,82,18,24
"1571122",3626,777,1749,106,13,38
"1571130",3627,1141,1792,107,22,38
"1571132",3628,1252,1733,128,17,19
"1571133",3629,828,1560,116,12,33
"1571142",3630,1038,1487,107,13,20
"1571143",3631,1749,2273,161,27,37
"1571144",3632,924,1623,97,15,15
"1571145",3633,625,843,61,10,13
"1571146",3634,1066,1300,97,21,26
"1571148a",3635,1027,2575,155,20,31
"1571148b",3636,0,0,0,0,0
"1571149",3637,562,2459,58,14,10
"1571156",3638,498,1349,67,9,17
"1571159",3639,922,1247,80,11,18
"1571160",3640,511,763,51,13,12
"1571165",3641,430,927,37,7,10
"1572003",3642,1012,197,15,9,2
"1572007",3643,1999,2168,129,28,22
"1572009",3644,746,1679,58,19,16
"1572010",3645,417,1640,44,8,11
"1572017",3646,1430,64,11,13,1
"1572018",3647,208,962,29,9,5
"1572021",3648,61,462,16,1,1
"1572023",3649,1215,122,19,5,1
"1572028",3650,775,781,43,10,4
"1572030",3651,811,1103,62,16,13
"1572031",3652,1520,61,9,12,1
"1572033",3653,546,186,9,3,2
"1572034",3654,1869,119,32,18,0
"1572036",3655,632,29,2,8,0
"1572050",3656,1829,78,10,20,0
"1572051",3657,1372,49,9,9,0
"1572052",3658,1424,57,11,7,2
"1572055",3659,603,21,3,2,1
"1572056",3660,289,89,8,3,0
"1572058",3661,239,122,10,2,1
"1572059",3662,1340,91,10,5,0
"1572061",3663,999,871,52,13,15
"1572068",3664,35,258,8,0,0
"1572070",3665,523,340,16,11,2
"1572075",3666,1093,107,11,6,0
"1572077",3667,1025,123,10,12,0
"1572081",3668,564,204,5,5,0
"1572085",3669,844,979,39,14,12
"1572087",3670,428,847,30,7,10
"1572088",3671,587,226,22,10,1
"1572089",3672,814,33,3,10,1
"1572090",3673,226,265,10,4,5
"1572091",3674,279,123,18,2,1
"1572094",3675,3,1,0,0,0
"1572097",3676,1415,1659,121,11,16
"1572108",3677,2317,749,62,18,19
"1572109",3678,264,285,16,1,4
"1572114",3679,2289,167,33,20,1
"1572115",3680,783,240,22,9,3
"1572116",3681,1300,67,12,9,0
"1572118",3682,1334,1781,90,18,22
"1572120",3683,652,1475,94,11,11
"1572123",3684,1057,28,7,6,2
"1572128",3685,737,1558,57,8,18
"1572134",3686,1247,495,40,14,10
"1572136",3687,153,60,7,3,0
"1572151",3688,920,487,21,14,4
"1572152",3689,298,479,15,4,5
"1572153",3690,1170,90,16,9,2
"1572161",3691,79,300,8,0,1
"1572171",3692,749,655,38,9,9
"1573011",3693,449,611,41,5,10
"1573016",3694,1243,850,52,25,7
"1573020",3695,587,1331,59,15,33
"1573022",3696,900,1147,73,23,38
"1573027",3697,7,13,0,0,0
"1573029",3698,383,891,60,11,23
"1573035",3699,594,497,22,10,7
"1573042",3700,170,456,20,3,8
"1573043",3701,339,94,10,3,0
"1573044",3702,1141,848,58,9,4
"1573045",3703,588,520,43,10,3
"1573046",3704,982,953,69,24,19
"1573047",3705,304,262,8,3,6
"1573049",3706,1457,699,59,9,11
"1573053",3707,0,0,0,0,0
"1573060",3708,1469,435,37,19,4
"1573062",3709,1321,1005,61,21,10
"1573064",3710,842,1088,53,27,17
"1573065a",3711,1553,1246,84,18,14
"1573065b",3712,0,0,0,0,0
"1573071",3713,187,129,13,0,0
"1573078",3714,239,76,5,5,0
"1573079",3715,155,133,7,2,1
"1573080",3716,412,346,18,7,2
"1573084",3717,518,517,34,5,8
"1573086",3718,945,389,44,11,7
"1573092",3719,335,201,13,6,0
"1573093",3720,172,72,3,1,2
"1573096",3721,953,416,43,25,10
"1573098",3722,914,494,50,15,2
"1573102",3723,928,542,25,7,7
"1573105",3724,109,117,3,1,0
"1573107",3725,515,832,27,6,6
"1573110",3726,822,818,53,10,5
"1573111",3727,390,466,30,11,7
"1573112",3728,142,36,8,1,0
"1573119",3729,875,1333,79,13,7
"1573121",3730,255,196,16,3,5
"1573125",3731,1552,838,49,17,2
"1573126",3732,254,121,7,2,2
"1573127a",3733,1090,765,51,19,13
"1573127b",3734,4,4,0,0,0
"1573129",3735,1628,1493,87,22,16
"1573131a",3736,309,328,16,3,3
"1573131b",3737,0,0,0,0,0
"1573135",3738,2770,1683,96,33,21
"1573137",3739,181,92,6,5,1
"1573138",3740,153,41,1,2,0
"1573139",3741,310,153,11,2,1
"1573140",3742,915,1081,70,16,16
"1573147",3743,907,416,18,6,2
"1573155",3744,1239,596,41,18,8
"1573157",3745,300,261,16,5,5
"1573158",3746,455,277,17,5,3
"1573166",3747,23,23,1,0,0
"1573168",3748,122,106,8,1,1
"1573169",3749,208,113,8,3,2
"1573172",3750,613,263,20,11,3
"1573174",3751,502,244,18,6,3
"1573175",3752,542,210,19,8,2
"1574001",3753,464,860,42,5,5
"1574002",3754,326,27,2,3,0
"1574012",3755,644,617,40,2,2
"1574015",3756,198,584,17,3,1
"1574024",3757,50,159,2,1,0
"1574025",3758,846,1008,59,12,6
"1574026",3759,971,1094,58,15,13
"1574032",3760,448,196,15,10,6
"1574037",3761,698,744,45,14,5
"1574039",3762,358,198,15,6,3
"1574040",3763,804,184,22,11,4
"1574048",3764,611,287,13,3,0
"1574066",3765,1977,477,36,22,2
"1574067",3766,1133,638,48,14,7
"1574069",3767,1127,820,64,12,22
"1574072",3768,16,50,0,0,0
"1574073a",3769,255,505,19,1,2
"1574073b",3770,0,0,0,0,0
"1574074",3771,1169,904,52,19,12
"1574076",3772,1090,548,49,15,9
"1574082",3773,1291,2142,112,26,24
"1574083",3774,1741,895,76,28,19
"1574095",3775,676,803,51,11,9
"1574099",3776,1351,558,39,26,4
"1574100",3777,983,419,30,13,7
"1574101",3778,1404,415,44,12,3
"1574106",3779,1638,515,33,21,8
"1574113",3780,2290,403,45,18,3
"1574117",3781,336,239,16,4,6
"1574124",3782,1239,687,59,20,9
"1574141",3783,348,697,26,1,1
"1574150",3784,2262,997,67,26,14
"1574154",3785,512,622,37,9,6
"1574162",3786,82,274,6,3,0
"1574163",3787,472,236,20,5,4
"1574164",3788,504,254,20,7,5
"1574167",3789,6,1,0,0,0
"1574170",3790,43,21,1,1,1
"1574173",3791,354,168,11,5,2
"1590101",3792,116,670,18,4,5
"1590102",3793,42,277,5,0,1
"1590201",3794,36,311,5,2,1
"1590202",3795,144,420,15,1,3
"1590301",3796,62,397,14,1,3
"1590302",3797,76,381,16,0,1
"1590401",3798,119,689,8,1,7
"1590402",3799,70,438,15,3,0
"1610001",3800,304,1469,35,7,10
"1610002",3801,229,833,24,2,7
"1610003",3802,7,97,0,0,1
"1610004a",3803,21,203,4,0,1
"1610004b",3804,3,21,0,0,0
"1610005a",3805,234,749,14,0,3
"1610005b",3806,121,349,8,0,2
"1610006a",3807,35,285,10,0,0
"1610006b",3808,1,13,1,0,0
"1610006c",3809,0,0,0,0,0
"1610007a",3810,87,319,8,0,0
"1610007b",3811,7,30,0,0,0
"1610008",3812,54,309,8,2,1
"1610009a",3813,21,115,0,0,0
"1610009b",3814,22,103,3,1,0
"1610009c",3815,0,3,0,0,0
"1610010",3816,9,221,2,1,1
"1610011a",3817,119,150,5,0,2
"1610011b",3818,84,123,2,0,2
"1610011c",3819,0,0,0,0,0
"1610013",3820,83,470,14,0,3
"1610015",3821,30,164,1,0,2
"1630001",3822,408,250,11,6,0
"1630002",3823,359,152,7,6,0
"1630003",3824,314,62,5,3,0
"1630004",3825,277,285,9,0,0
