CNTYVTD,VTDKEY,ClintonD_16G_President,TrumpR_16G_President,JohnsonL_16G_President,SteinG_16G_President,Write-InW_16G_President
"1132131",2317,666,199,44,8,0
"1132132",2318,301,118,15,3,0
"1132133",2319,70,103,5,1,0
"1132134",2320,151,60,10,3,0
"1132137",2321,429,105,17,7,0
"1132138",2322,273,56,5,4,0
"1132139",2323,279,44,7,4,0
"1132140",2324,296,69,18,8,0
"1132141",2325,291,68,14,10,0
"1132142",2326,416,85,16,5,0
"1132143",2327,89,73,8,0,0
"1132144",2328,454,239,55,4,0
"1132145",2329,783,357,67,8,0
"1132146",2330,874,329,77,18,0
"1132147",2331,782,483,88,10,0
"1132148",2332,287,68,15,9,0
"1132149",2333,783,268,47,17,0
"1132150",2334,569,81,11,7,0
"1132151",2335,109,47,9,1,0
"1132152",2336,485,133,16,7,0
"1132153",2337,462,157,36,10,0
"1132154",2338,19,9,1,0,0
"1132155",2339,879,395,99,14,0
"1132200",2340,400,922,56,9,0
"1132201",2341,386,878,54,5,0
"1132202",2342,450,937,48,4,0
"1132203",2343,402,685,49,3,0
"1132220",2344,311,951,41,5,0
"1132221",2345,682,1769,108,11,0
"1132222",2346,617,1490,94,2,0
"1132223",2347,428,672,57,5,0
"1132224",2348,471,566,37,8,0
"1132225",2349,387,758,55,3,0
"1132226",2350,646,1292,80,9,0
"1132300",2351,429,284,33,9,0
"1132301",2352,655,969,68,11,0
"1132302",2353,644,232,36,17,0
"1132303",2354,720,728,58,18,0
"1132305",2355,670,633,66,12,0
"1132306",2356,409,404,34,4,0
"1132307",2357,234,226,8,4,0
"1132308",2358,17,12,1,0,0
"1132309",2359,279,160,17,5,0
"1132310",2360,650,745,59,14,0
"1132311",2361,164,78,4,2,0
"1132312",2362,23,10,1,1,0
"1132313",2363,0,0,0,0,0
"1132315",2364,66,63,7,1,0
"1132316",2365,404,383,40,3,0
"1132400",2366,32,61,4,0,0
"1132401",2367,1049,1107,112,14,0
"1132402",2368,1056,842,86,24,0
"1132403",2369,0,1,0,0,0
"1132404",2370,642,466,48,16,0
"1132405",2371,934,1120,77,14,0
"1132406",2372,1076,827,85,19,0
"1132407",2373,1207,966,70,14,0
"1132408",2374,488,316,24,6,0
"1132409",2375,771,380,38,16,0
"1132410",2376,568,381,36,14,0
"1132411",2377,250,67,13,7,0
"1132412",2378,2,1,0,0,0
"1132417",2379,96,113,8,1,0
"1132500",2380,352,325,40,3,0
"1132501",2381,375,552,61,10,0
"1132502",2382,464,824,61,11,0
"1132503",2383,715,1084,121,12,0
"1132504",2384,362,470,37,14,0
"1132505",2385,652,627,75,16,0
"1132506",2386,652,814,61,10,0
"1132507",2387,638,775,86,8,0
"1132508",2388,902,661,87,24,0
"1132509",2389,849,1059,108,15,0
"1132510",2390,545,506,48,16,0
"1132511",2391,592,639,62,28,0
"1132512",2392,428,456,44,4,0
"1132513",2393,947,710,54,18,0
"1132514",2394,823,870,59,20,0
"1132515",2395,206,194,20,2,0
"1132517",2396,915,346,29,17,0
"1132518",2397,670,646,53,10,0
"1132519",2398,794,428,45,24,0
"1132520",2399,1281,728,84,37,0
"1132521",2400,771,569,59,13,0
"1132523",2401,425,367,40,10,0
"1132601",2402,776,374,80,17,0
"1132602",2403,1219,587,58,14,0
"1132603",2404,1253,604,73,14,0
"1132604",2405,1089,554,66,32,0
"1132605",2406,1043,363,33,3,0
"1132606",2407,611,454,50,7,0
"1132607",2408,0,0,0,0,0
"1132608",2409,863,699,71,10,0
"1132609",2410,0,0,0,0,0
"1132610",2411,0,0,0,0,0
"1132611",2412,592,243,26,10,0
"1132612",2413,328,267,30,9,0
"1132613",2414,1236,750,74,19,0
"1132614",2415,1,0,0,0,0
"1132800",2416,1,0,0,0,0
"1132801",2417,851,1372,120,15,0
"1132802",2418,1102,1647,103,13,0
"1132803",2419,286,627,59,6,0
"1132804",2420,655,986,68,11,0
"1132805",2421,1175,1461,127,25,0
"1132806",2422,706,950,90,12,0
"1132807",2423,745,829,65,4,0
"1132808",2424,789,1134,63,25,0
"1132809",2425,947,868,87,19,0
"1132810",2426,5,7,0,1,0
"1132900",2427,895,1085,91,14,0
"1132901",2428,455,212,32,14,0
"1132902",2429,787,436,67,15,0
"1132903",2430,736,552,100,17,0
"1132904",2431,2,2,0,0,0
"1132905",2432,128,253,10,0,0
"1132910",2433,9,12,1,1,0
"1132911",2434,76,73,3,6,0
"1132913",2435,3,3,0,0,0
"11329a1",2436,44,19,2,1,0
"1133000",2437,1112,846,170,15,0
"1133001",2438,235,15,1,0,0
"1133002",2439,363,40,6,4,0
"1133003",2440,932,91,10,8,0
"1133004",2441,1015,200,23,16,0
"1133005",2442,77,53,5,0,0
"1133006",2443,1094,1063,106,5,0
"1133007",2444,341,308,36,2,0
"1133008",2445,345,134,20,4,0
"1133009",2446,0,0,0,0,0
"1133010",2447,229,27,3,4,0
"1133011",2448,429,185,31,8,0
"1133012",2449,111,15,1,1,0
"1133013",2450,219,96,7,0,0
"1133014",2451,468,345,19,3,0
"1133015",2452,60,58,6,1,0
"1133016",2453,611,139,30,21,0
"1133017",2454,291,22,12,5,0
"1133018",2455,809,26,2,6,0
"1133019",2456,327,10,2,2,0
"1133020",2457,86,12,6,1,0
"1133021",2458,378,12,1,0,0
"1133022",2459,715,32,5,4,0
"1133023",2460,553,11,2,7,0
"1133024",2461,672,14,2,2,0
"1133025",2462,72,2,0,0,0
"1133026",2463,325,3,2,1,0
"1133027",2464,600,16,1,4,0
"1133028",2465,429,9,3,2,0
"1133029",2466,308,6,0,1,0
"1133030",2467,7,5,0,0,0
"1133031",2468,187,74,4,1,0
"1133032",2469,468,49,19,4,0
"1133033",2470,163,8,2,3,0
"1133034",2471,612,20,4,3,0
"1133035",2472,598,18,8,7,0
"1133036",2473,17,7,0,0,0
"1133037",2474,178,5,1,2,0
"1133038",2475,424,11,1,2,0
"1133039",2476,1077,31,11,3,0
"1133040",2477,497,10,7,2,0
"1133041",2478,58,12,0,0,0
"1133042",2479,650,11,5,1,0
"1133043",2480,965,16,4,1,0
"1133044",2481,1080,19,11,9,0
"1133045",2482,261,9,0,1,0
"1133046",2483,1057,149,21,13,0
"1133047",2484,620,357,18,4,0
"1133048",2485,1246,46,7,8,0
"1133049",2486,990,35,8,4,0
"1133050",2487,833,30,9,1,0
"1133051",2488,388,14,3,2,0
"1133052",2489,1220,38,9,5,0
"1133053",2490,1105,58,13,5,0
"1133054",2491,1521,72,15,4,0
"1133055",2492,1354,121,15,14,0
"1133056",2493,1377,66,16,6,0
"1133057",2494,1272,82,8,14,0
"1133058",2495,1215,37,12,6,0
"1133059",2496,766,20,3,1,0
"1133060",2497,835,17,1,5,0
"1133061",2498,687,10,4,4,0
"1133062",2499,1128,39,6,4,0
"1133063",2500,1822,73,21,4,0
"1133064",2501,1369,41,7,12,0
"1133065",2502,1183,38,8,4,0
"1133066",2503,935,38,8,2,0
"1133067",2504,1137,27,14,12,0
"1133068",2505,1842,75,17,9,0
"1133069",2506,861,23,7,3,0
"1133070",2507,1503,37,13,10,0
"1133071",2508,1321,27,6,4,0
"1133072",2509,23,7,0,0,0
"1133073",2510,86,3,1,0,0
"1133074",2511,231,41,9,6,0
"1133075",2512,90,11,2,2,0
"1133076",2513,0,0,0,0,0
"1133077",2514,1373,354,37,24,0
"1133078",2515,1333,215,31,9,0
"1133079",2516,171,114,10,2,0
"1133080",2517,430,169,20,4,0
"1133081",2518,588,417,38,1,0
"1133082",2519,1180,65,12,5,0
"1133083",2520,374,143,16,3,0
"1133084",2521,571,107,21,14,0
"1133085",2522,146,52,4,2,0
"1133086",2523,1058,800,156,7,0
"1133087",2524,0,0,0,0,0
"1133088",2525,26,6,2,0,0
"1133089",2526,2,1,0,0,0
"1133090",2527,505,182,42,5,0
"1133091",2528,0,0,0,0,0
"1133092",2529,847,43,16,3,0
"1133093",2530,4,1,0,0,0
"1133094",2531,1,0,0,0,0
"1133095",2532,701,272,49,15,0
"1133096",2533,807,309,51,12,0
"1133097",2534,95,1,1,0,0
"1133098",2535,131,3,0,0,0
"1133099",2536,136,9,1,1,0
"11330a4",2537,0,0,0,0,0
"11330a6",2538,0,0,0,0,0
"11330c4",2539,0,0,0,0,0
"11330t4",2540,2,1,0,0,0
"11330t6",2541,0,0,0,0,0
"1133100",2542,1048,337,21,11,0
"1133101",2543,323,145,8,2,0
"1133102",2544,1373,278,37,10,0
"1133103",2545,1494,311,22,11,0
"1133104",2546,1249,333,29,14,0
"1133105",2547,1125,447,32,10,0
"1133106",2548,1691,373,42,12,0
"1133107",2549,1423,170,22,13,0
"1133108",2550,724,664,38,13,0
"1133109",2551,1096,1044,66,12,0
"1133110",2552,1538,256,25,16,0
"1133111",2553,1,7,0,0,0
"1133112",2554,10,7,1,0,0
"1133113",2555,4,1,0,0,0
"1133114",2556,0,0,0,0,0
"1133115",2557,1064,279,22,11,0
"1133116",2558,3,0,1,0,0
"1133117",2559,27,9,2,0,0
"1133119",2560,0,0,0,0,0
"11331a4",2561,0,0,0,0,0
"11331a5",2562,0,0,0,0,0
"1133200",2563,779,750,41,5,0
"1133201",2564,542,521,30,2,0
"1133202",2565,975,343,16,7,0
"1133203",2566,850,364,29,11,0
"1133204",2567,911,529,47,12,0
"1133205",2568,902,115,12,12,0
"1133206",2569,810,690,46,12,0
"1133207",2570,908,669,43,14,0
"1133208",2571,664,324,28,11,0
"1133209",2572,66,68,5,0,0
"1133210",2573,698,501,25,8,0
"1133211",2574,458,200,17,4,0
"11332a0",2575,0,0,0,0,0
"11332a1",2576,0,0,0,0,0
"11332c1",2577,0,0,0,0,0
"11332t0",2578,0,0,0,0,0
"11332t1",2579,0,0,0,0,0
"1133304",2580,866,867,48,18,0
"1133305",2581,1145,1135,71,23,0
"1133306",2582,492,395,25,6,0
"1133307",2583,595,372,25,7,0
"1133308",2584,608,462,27,15,0
"1133309",2585,678,612,36,10,0
"1133310",2586,666,777,31,17,0
"1133311",2587,564,754,42,12,0
"1133312",2588,1097,916,45,12,0
"1133313",2589,1239,626,55,21,0
"1133314",2590,1325,634,48,18,0
"1133315",2591,478,284,29,7,0
"1133316",2592,926,753,32,13,0
"1133317",2593,641,333,14,9,0
"1133318",2594,545,390,23,13,0
"1133319",2595,29,15,0,0,0
"1133321",2596,0,0,0,0,0
"1133325",2597,746,373,30,12,0
"1133327",2598,2,0,0,0,0
"1133328",2599,9,7,0,0,0
"1133500",2600,589,1356,55,8,0
"1133501",2601,0,1,0,0,0
"1133503",2602,217,496,22,3,0
"1133504",2603,110,251,12,1,0
"1133600",2604,1087,252,16,6,0
"1133601",2605,1083,292,19,9,0
"1133602",2606,356,80,6,5,0
"1133603",2607,144,44,0,0,0
"1133604",2608,1393,380,27,9,0
"1133605",2609,1229,244,30,11,0
"1133606",2610,1420,128,9,12,0
"1133607",2611,2187,275,27,12,0
"1133608",2612,1830,128,18,15,0
"1133609",2613,1604,331,28,8,0
"1133610",2614,206,108,7,1,0
"1133611",2615,497,211,10,1,0
"1133612",2616,1733,287,22,9,0
"1133613",2617,279,126,9,3,0
"1133614",2618,485,58,5,3,0
"1133615",2619,1453,166,16,8,0
"1133616",2620,335,44,7,3,0
"1133617",2621,1261,111,13,8,0
"1133618",2622,159,24,1,1,0
"1133619",2623,81,33,1,3,0
"1133620",2624,648,76,8,7,0
"1133621",2625,365,74,8,1,0
"1133701",2626,0,4,0,0,0
"1133702",2627,0,0,0,0,0
"1133800",2628,2361,147,25,17,0
"1133801",2629,157,37,3,2,0
"1133802",2630,2133,232,20,13,0
"1133803",2631,1892,177,15,9,0
"1133805",2632,2676,153,15,14,0
"1133806",2633,515,35,9,5,0
"1133807",2634,1103,192,22,3,0
"1133808",2635,1409,739,55,15,0
"1133809",2636,167,42,4,1,0
"1133900",2637,1325,270,25,11,0
"1133920",2638,546,860,28,5,0
"1133921",2639,988,1113,36,15,0
"1133922",2640,42,9,2,0,0
"1133940",2641,691,325,23,9,0
"1133950",2642,682,200,13,13,0
"1133951",2643,1116,227,20,9,0
"1133952",2644,58,11,1,1,0
"1133960",2645,841,1078,74,12,0
"1133961",2646,631,751,46,7,0
"1133962",2647,1078,1497,73,14,0
"1133963",2648,616,789,55,9,0
"1133964",2649,545,610,47,6,0
"1133965",2650,806,963,66,17,0
"1133966",2651,936,1059,66,11,0
"1133967",2652,334,487,27,9,0
"1133968",2653,925,1200,90,17,0
"1133969",2654,539,1409,56,10,0
"1133970",2655,727,1429,49,14,0
"1133971",2656,520,676,56,10,0
"1133980",2657,735,1161,90,22,0
"1133981",2658,292,758,37,6,0
"1133982",2659,582,1138,72,14,0
"1133983",2660,355,690,44,10,0
"1133984",2661,290,454,34,9,0
"1134000",2662,166,44,6,2,0
"1134001",2663,468,110,21,8,0
"1134002",2664,408,263,27,6,0
"1134003",2665,99,22,4,0,0
"1134004",2666,686,250,43,12,0
"1134005",2667,354,172,17,4,0
"1134006",2668,497,256,43,4,0
"1134007",2669,82,57,3,1,0
"1134008",2670,216,28,9,1,0
"1134009",2671,559,91,15,8,0
"1134010",2672,518,283,29,12,0
"1134011",2673,324,84,15,4,0
"1134012",2674,28,24,3,0,0
"1134013",2675,116,108,7,2,0
"1134014",2676,619,677,60,10,0
"1134015",2677,815,169,19,7,0
"1134016",2678,858,198,22,2,0
"1134017",2679,194,84,8,1,0
"1134018",2680,398,256,22,3,0
"1134019",2681,1063,216,43,18,0
"1134020",2682,330,72,15,3,0
"1134021",2683,1108,220,42,13,0
"1134022",2684,625,123,32,10,0
"1134023",2685,0,1,0,0,0
"1134024",2686,856,72,14,6,0
"1134025",2687,161,5,0,0,0
"1134026",2688,65,5,0,0,0
"1134027",2689,106,15,6,2,0
"1134028",2690,423,13,6,2,0
"1134029",2691,4,5,0,0,0
"1134030",2692,16,1,0,0,0
"1134031",2693,974,36,12,4,0
"1134033",2694,641,257,53,6,0
"1134035",2695,547,97,10,11,0
"1134036",2696,376,29,11,1,0
"1134037",2697,90,16,1,2,0
"1134038",2698,971,68,23,10,0
"1134039",2699,278,5,2,1,0
"1134040",2700,371,18,7,3,0
"1134041",2701,262,11,4,3,0
"1134043",2702,543,47,9,6,0
"1134044",2703,481,22,12,3,0
"1134046",2704,522,31,7,5,0
"1134047",2705,370,19,2,0,0
"1134048",2706,4,47,3,0,0
"1134049",2707,0,0,0,0,0
"1134050",2708,1809,488,76,21,0
"1134051",2709,0,0,0,0,0
"1134052",2710,1538,463,38,20,0
"1134053",2711,160,52,10,4,0
"1134054",2712,111,22,2,1,0
"1134055",2713,1056,237,24,8,0
"1134056",2714,1093,131,15,7,0
"1134057",2715,681,104,11,9,0
"1134058",2716,316,72,11,7,0
"1134059",2717,161,25,5,2,0
"1134060",2718,909,117,10,12,0
"1134061",2719,887,188,21,8,0
"1134062",2720,708,150,18,5,0
"1134063",2721,1173,248,41,15,0
"1134065",2722,269,82,14,4,0
"1134066",2723,361,83,11,5,0
"1134067",2724,742,161,26,15,0
"1134068",2725,700,155,25,12,0
"1134069",2726,1157,227,27,22,0
"1134070",2727,634,91,22,10,0
"1134071",2728,124,28,1,5,0
"1134072",2729,134,17,1,2,0
"1134073",2730,698,173,28,11,0
"1134074",2731,1297,259,68,21,0
"1134075",2732,384,64,13,5,0
"1134076",2733,1023,197,25,8,0
"1134077",2734,410,72,15,8,0
"1134078",2735,641,102,33,14,0
"1134079",2736,1772,573,83,16,0
"1134080",2737,306,179,27,2,0
"1134081",2738,1167,179,21,11,0
"1134082",2739,135,18,4,0,0
"1134083",2740,394,95,16,8,0
"1134084",2741,262,25,4,2,0
"1134085",2742,392,57,12,3,0
"1134086",2743,1003,176,23,14,0
"1134087",2744,350,73,6,4,0
"1134088",2745,150,18,7,2,0
"1134090",2746,27,16,0,0,0
"1134091",2747,0,0,0,0,0
"1134092",2748,65,34,7,1,0
"1134093",2749,37,5,2,0,0
"1134094",2750,178,90,5,4,0
"1134095",2751,12,13,1,0,0
"1134096",2752,20,14,1,0,0
"1134097",2753,374,144,23,8,0
"1134098",2754,15,6,0,0,0
"1134099",2755,359,375,22,1,0
"11340a2",2756,0,0,0,0,0
"11340a3",2757,0,0,0,0,0
"1134100",2758,11,5,0,0,0
"1134101",2759,51,3,0,0,0
"1134107",2760,48,2,0,0,0
"1134108",2761,34,1,1,0,0
"1134109",2762,27,1,0,0,0
"1134110",2763,488,22,3,1,0
"1134111",2764,114,22,2,1,0
"1134112",2765,10,94,1,1,0
"1134113",2766,747,175,31,6,0
"1134114",2767,601,100,15,8,0
"1134115",2768,116,49,10,2,0
"1134116",2769,1,0,0,0,0
"1134117",2770,9,12,0,0,0
"1134118",2771,0,0,0,0,0
"1134119",2772,1,0,0,0,0
"1134120",2773,225,19,2,2,0
"1134122",2774,0,0,0,0,0
"1134125",2775,0,0,0,0,0
"1134126",2776,514,530,51,4,0
"1134127",2777,128,248,9,1,0
"1134128",2778,380,510,26,2,0
"1134129",2779,429,703,59,3,0
"1134130",2780,619,563,35,8,0
"1134131",2781,800,159,32,10,0
"1134135",2782,653,121,28,10,0
"1134141",2783,62,20,4,0,0
"1134143",2784,70,4,0,0,0
"1134145",2785,0,0,0,0,0
"1134147",2786,6,1,0,0,0
"1134149",2787,27,8,1,1,0
"1134152",2788,1,0,0,0,0
"1134153",2789,118,38,6,1,0
"1134157",2790,108,31,2,1,0
"1134161",2791,328,99,11,5,0
"1134166",2792,0,0,0,0,0
"11341a1",2793,0,0,0,0,0
"1134300",2794,533,155,24,11,0
"1134500",2795,798,505,41,6,0
"1134501",2796,662,607,44,12,0
"1134502",2797,1272,710,53,21,0
"1134503",2798,1511,614,66,21,0
"1134504",2799,416,312,16,4,0
"1134505",2800,615,486,32,15,0
"1134506",2801,413,304,17,6,0
"1134507",2802,488,57,7,3,0
"1134508",2803,194,119,16,3,0
"1134509",2804,347,449,19,3,0
"1134510",2805,593,330,18,12,0
"1134511",2806,477,384,27,14,0
"1134512",2807,332,321,21,7,0
"1134513",2808,739,385,38,16,0
"1134514",2809,337,374,35,6,0
"1134515",2810,576,262,27,10,0
"1134516",2811,2,1,0,1,0
"1134517",2812,760,1148,72,19,0
"1134518",2813,555,406,26,11,0
"1134519",2814,1069,801,56,21,0
"1134520",2815,297,143,11,5,0
"1134521",2816,1251,1086,75,20,0
"1134522",2817,1161,701,35,14,0
"1134523",2818,191,124,4,3,0
"1134525",2819,435,223,16,6,0
"1134527",2820,487,243,30,12,0
"1134528",2821,0,0,0,0,0
"1134529",2822,260,166,8,4,0
"1134530",2823,95,14,1,1,0
"1134531",2824,133,178,14,3,0
"1134532",2825,84,82,3,1,0
"1134533",2826,314,189,11,4,0
"1134534",2827,28,14,1,0,0
"1134535",2828,290,123,12,5,0
"1134536",2829,18,9,0,1,0
"1134537",2830,3,0,0,0,0
"1134538",2831,277,140,14,5,0
"1134539",2832,0,0,0,0,0
"1134541",2833,0,0,0,0,0
"1134542",2834,0,0,0,0,0
"1134554",2835,13,14,1,0,0
"1134555",2836,9,7,0,0,0
"1134557",2837,0,0,0,0,0
"1134558",2838,0,0,0,0,0
"1134559",2839,0,0,0,0,0
"1134600",2840,629,693,33,15,0
"1134601",2841,1027,1123,87,18,0
"1134602",2842,580,487,36,19,0
"1134603",2843,20,8,0,0,0
"1134604",2844,852,667,35,19,0
"1134605",2845,661,646,41,9,0
"1134606",2846,808,701,67,23,0
"1134607",2847,556,300,25,13,0
"1134608",2848,1188,630,51,23,0
"1134609",2849,698,202,29,8,0
"1134610",2850,619,726,47,14,0
"1134611",2851,485,383,26,12,0
"1134612",2852,87,114,4,2,0
"1134613",2853,240,84,7,1,0
"1134614",2854,107,226,16,1,0
"1134615",2855,75,36,1,0,0
"1134616",2856,373,242,14,4,0
"1134617",2857,36,58,3,0,0
"1134618",2858,134,107,10,2,0
"1134619",2859,310,495,30,6,0
"1134620",2860,482,439,37,4,0
"1134621",2861,1408,427,53,30,0
"1134622",2862,619,447,42,12,0
"1134623",2863,786,506,40,15,0
"1134624",2864,485,463,30,14,0
"1134625",2865,592,687,46,13,0
"1134626",2866,749,862,62,14,0
"1134627",2867,955,779,85,17,0
"1134628",2868,917,224,23,17,0
"1134629",2869,432,208,17,5,0
"1134630",2870,494,487,33,9,0
"1134631",2871,329,393,35,16,0
"1134632",2872,742,243,26,18,0
"1134633",2873,300,109,10,6,0
"1134634",2874,788,770,58,8,0
"1134639",2875,210,97,17,3,0
"1134640",2876,1011,390,37,13,0
"1134641",2877,155,127,11,4,0
"1134642",2878,52,39,2,3,0
"1134644",2879,0,0,0,0,0
"1134646",2880,129,153,11,8,0
"1134648",2881,810,259,27,12,0
"1134649",2882,25,10,0,1,0
"1134651",2883,22,8,3,0,0
"1134652",2884,241,108,19,3,0
"1134653",2885,23,16,0,1,0
"1134654",2886,352,254,17,4,0
"1134655",2887,7,33,3,0,0
"1134656",2888,46,18,0,0,0
"1134657",2889,30,7,1,0,0
"1134658",2890,34,23,3,0,0
"1134659",2891,81,41,3,3,0
"1134660",2892,23,11,0,0,0
"1134661",2893,312,115,7,4,0
"1134662",2894,92,54,7,3,0
"1134663",2895,0,0,0,0,0
"1134664",2896,241,193,20,2,0
"1134665",2897,0,0,0,0,0
"1134667",2898,0,0,0,0,0
"1134673",2899,0,0,0,0,0
"1134674",2900,0,0,0,0,0
"1134675",2901,35,16,3,1,0
"1134677",2902,12,8,1,2,0
"1134678",2903,2,1,0,0,0
"1150001",2904,195,475,10,2,1
"1150002",2905,196,499,14,5,0
"1150003",2906,202,690,26,2,0
"1150004",2907,182,646,21,2,0
"1150005",2908,15,82,4,0,0
"1150011",2909,23,89,0,0,0
"1150012",2910,5,38,3,0,0
"1150013",2911,10,70,2,0,0
"1150017",2912,7,47,0,0,0
"1170001",2913,294,544,17,2,5
"1170002",2914,263,479,23,1,3
"1170003",2915,303,1340,33,4,5
"1170004",2916,325,548,18,7,2
"1190001",2917,67,432,10,1,0
"1190003",2918,82,162,1,0,0
"1190004",2919,64,329,7,2,0
"1190005",2920,92,425,10,4,2
"1190007",2921,23,135,4,0,0
"1190009",2922,18,178,1,0,0
"1190010",2923,54,175,3,0,0
"1211000",2924,291,1538,44,6,15
"1211001",2925,143,669,37,3,5
"1211002",2926,21,96,6,0,0
"1211003",2927,160,621,33,9,7
"1211004",2928,350,1385,57,12,9
"1211005",2929,0,1,0,0,0
"1211006",2930,0,0,0,0,0
"1211007",2931,187,674,30,2,7
"1211008",2932,367,1655,54,9,6
"1211009",2933,67,113,5,1,1
"1211010",2934,383,1630,69,8,13
"1211011",2935,400,834,44,6,6
"1211012",2936,117,216,14,3,3
"1211013",2937,369,688,47,11,11
"1211014",2938,223,369,25,5,7
"1211015",2939,137,229,13,4,5
"1211016",2940,103,174,8,1,1
"1211017",2941,83,137,9,1,1
"1211018",2942,0,1,0,0,0
"1211019",2943,117,161,10,1,2
"1211020",2944,440,838,55,3,9
"1211021",2945,578,1096,73,5,14
"1211022",2946,219,341,18,2,2
"1211023",2947,484,785,48,6,6
"1211024",2948,983,1495,82,12,14
"1211025",2949,506,743,47,6,8
"1211026",2950,795,1603,69,9,11
"1211027",2951,215,411,19,3,4
"1211028",2952,79,153,7,1,1
"1211029",2953,24,44,2,0,0
"1211030",2954,3,4,0,0,0
"1211031",2955,587,697,58,11,19
"1211032",2956,972,1802,124,14,34
"1211033",2957,560,1166,58,11,21
"1211034",2958,203,243,19,1,5
"1211035",2959,1217,1360,109,20,24
"1211036",2960,1274,1720,119,18,23
"1211037",2961,410,554,36,3,7
"1211038",2962,258,280,24,5,6
"1211039",2963,111,125,12,1,2
"1211040",2964,206,228,21,3,4
"1211041",2965,935,1118,98,15,12
"1211042",2966,652,788,66,19,17
"1211043",2967,55,55,3,0,2
"1211044",2968,142,394,25,5,5
"1211045",2969,325,882,55,11,9
"1211046",2970,132,360,24,4,3
"1211047",2971,1117,1026,80,19,18
"1211048",2972,265,238,15,4,4
"1211049",2973,746,1243,81,16,21
"1211050",2974,42,70,4,1,1
"1211051",2975,52,87,6,2,2
"1211052",2976,241,406,22,3,4
"1211053",2977,0,0,0,0,0
"1211054",2978,386,728,47,9,11
"1211055",2979,141,296,15,4,4
"1211056",2980,234,383,30,7,6
"1211057",2981,151,177,18,7,5
"1211058",2982,505,614,63,18,13
"1211059",2983,706,792,87,22,21
"1211060",2984,392,376,25,9,17
"1211061",2985,884,777,80,30,18
"1211062",2986,856,580,72,49,28
"1211063",2987,371,583,50,13,13
"1211064",2988,849,940,63,26,30
"1211065",2989,242,346,26,11,10
"1211066",2990,45,65,5,2,2
"1212067",2991,380,556,40,13,10
"1212068",2992,572,1206,63,12,13
"1212069",2993,507,799,51,12,17
"1212070",2994,0,0,0,0,0
"1212071",2995,766,2014,95,11,26
"1212072",2996,600,1283,92,14,25
"1212073",2997,723,1665,94,25,32
"1212074",2998,297,1009,38,7,17
"1212075",2999,127,361,17,2,2
"1212076",3000,964,1103,95,17,14
"1212077",3001,605,690,52,9,7
"1212078",3002,162,198,20,3,1
"1212079",3003,412,742,41,5,5
"1212080",3004,609,992,58,8,8
"1212081",3005,527,595,34,5,5
"1212082",3006,157,186,14,2,2
"1212083",3007,264,536,25,0,6
"1212084",3008,656,1045,87,17,18
"1212085",3009,776,1388,106,16,18
"1212086",3010,668,1196,93,21,13
"1212087",3011,1007,1237,101,26,19
"1212088",3012,503,742,86,16,11
"1212089",3013,631,1297,63,4,18
"1212090",3014,1079,1169,84,20,10
"1212091",3015,930,1849,80,12,14
"1212092",3016,574,550,77,18,12
"1212093",3017,53,54,6,0,0
"1212094",3018,105,141,9,1,2
"1212095",3019,806,1080,86,7,26
"1212096",3020,1054,1367,110,9,30
"1212097",3021,936,1079,61,20,24
"1212098",3022,74,68,9,2,1
"1212099",3023,542,1087,52,13,12
"1212100",3024,1309,563,82,26,13
"1212101",3025,1405,548,75,27,14
"1212102",3026,1590,916,90,34,21
"1212103",3027,677,531,66,19,8
"1212104",3028,920,928,85,30,10
"1212105",3029,578,824,57,7,13
"1212106",3030,1080,1099,99,26,19
"1212107",3031,970,1385,102,27,30
"1212108",3032,494,627,48,13,12
"1212109",3033,1083,861,72,19,15
"1212110",3034,670,824,61,20,24
"1212111",3035,1186,1041,86,14,28
"1212112",3036,424,480,39,7,4
"1212113",3037,965,1284,79,16,16
"1212114",3038,467,526,46,13,8
"1213115",3039,873,572,55,14,12
"1213116",3040,1478,974,85,21,18
"1213117",3041,197,125,16,4,0
"1213118",3042,499,611,48,11,11
"1213119",3043,36,45,4,1,1
"1213120",3044,404,495,41,13,13
"1213121",3045,440,505,26,14,7
"1213122",3046,558,303,37,11,6
"1213123",3047,1408,1098,84,18,31
"1213124",3048,53,86,3,1,2
"1213125",3049,112,136,14,1,5
"1213126",3050,621,479,50,15,14
"1213127",3051,1194,573,87,28,21
"1213128",3052,683,656,49,23,7
"1213129",3053,614,742,58,10,16
"1213130",3054,1248,1116,108,29,29
"1213131",3055,975,1414,93,26,32
"1213132",3056,831,877,77,13,26
"1213133",3057,1072,1776,143,33,42
"1213134",3058,463,817,54,13,14
"1213135",3059,1198,1326,110,34,30
"1213136",3060,478,655,40,11,15
"1213137",3061,632,906,71,16,17
"1213138",3062,722,1344,79,11,31
"1213139",3063,792,1522,113,9,27
"1213140",3064,959,1582,99,16,31
"1213141",3065,559,1759,86,11,22
"1213142",3066,92,296,14,2,3
"1213143",3067,406,645,44,9,19
"1213144",3068,838,1239,71,13,34
"1213145",3069,1046,1824,176,25,43
"1213146",3070,591,994,92,15,13
"1213147",3071,890,1655,127,17,19
"1213148",3072,565,988,71,21,26
"1213149",3073,403,827,52,11,18
"1213150",3074,579,1186,73,20,28
"1213151",3075,698,1449,86,18,21
"1213152",3076,403,1007,58,14,12
"1213153",3077,515,1471,89,12,24
"1213154",3078,613,1356,63,13,24
