FIPSCode,Jurisdiction_Name,State_Full,State_Abbr,D1a,D1Comments,D2a,D2b,D2Comments,D3a,D3Comments,D4a,D4b,D4c,D5a,D5b,D5c,D4_D5Comments,D6,D7,D6_D7Comments,D8a,D8b,D8c,D8d,D8e,D8f,D8g,string_field_28,string_field_29
1710900000,MCDONOUGH COUNTY,ILLINOIS,IL,10198,,6877,2326,,31,,19,18,1,2,1,1,,126,5,,131,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1711100000,MCHENRY COUNTY,ILLINOIS,IL,43399,,76690,32999,,212,,99,99,0,10,9,1,,718,88,,806,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1711300000,MCLEAN COUNTY,ILLINOIS,IL,37640,,27050,4867,,70,,50,49,1,2,1,1,,350,0,CLERK STAFF,350,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1711500000,MACON COUNTY,ILLINOIS,IL,39665,,28007,8446,,72,,37,36,1,1,0,0,,287,12,,299,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1711700000,MACOUPIN COUNTY,ILLINOIS,IL,18460,,15220,1662,,61,,43,42,1,16,15,1,,264,16,,280,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1711900000,MADISON COUNTY,ILLINOIS,IL,108136,,73145,24797,,225,,136,136,0,12,11,1,,1025,88,,1113,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1712100000,MARION COUNTY,ILLINOIS,IL,12786,,10859,1151,,48,,30,29,1,1,0,1,,184,4,,188,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1712300000,MARSHALL COUNTY,ILLINOIS,IL,4783,,4116,466,,14,,12,0,12,1,0,1,,68,0,CLERK STAFF,68,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1712500000,MASON COUNTY,ILLINOIS,IL,5334,,4479,563,,21,,13,12,1,1,0,1,,105,5,,110,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1712700000,MASSAC COUNTY,ILLINOIS,IL,5613,,4581,640,,17,,16,16,0,1,0,1,,66,0,CLERK STAFF,66,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1712900000,MENARD COUNTY,ILLINOIS,IL,5274,,3964,918,,14,,6,6,0,1,0,1,,67,0,CLERK STAFF,67,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1713100000,MERCER COUNTY,ILLINOIS,IL,8566,,7130,926,,24,,20,19,1,1,0,1,,80,2,,82,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1713300000,MONROE COUNTY,ILLINOIS,IL,15918,,11871,2740,,37,,20,19,1,1,0,1,,153,0,CLERK STAFF,153,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1713500000,MONTGOMERY COUNTY,ILLINOIS,IL,11721,,8631,2274,,38,,24,23,1,1,0,1,,138,2,,140,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1713700000,MORGAN COUNTY,ILLINOIS,IL,11870,,9436,1440,,40,,22,21,1,1,0,1,,167,0,CLERK STAFF,167,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1713900000,MOULTRIE COUNTY,ILLINOIS,IL,5181,,4085,798,,16,,11,10,1,1,0,1,,83,3,,86,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1714000000,CHICAGO CITY,ILLINOIS,IL,912061,,572800,233797,,2069,,1426,1425,1,56,55,1,,9974,672,,10646,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1714100000,OGLE COUNTY,ILLINOIS,IL,19267,,16131,2236,,52,,34,33,1,2,1,1,,202,2,,204,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1714300000,PEORIA COUNTY,ILLINOIS,IL,88707,,62638,12562,,169,,61,61,0,14,13,1,,304,51,,355,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1714500000,PERRY COUNTY,ILLINOIS,IL,8672,,6448,1236,,27,,16,15,1,2,1,1,,123,5,,128,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1714700000,PIATT COUNTY,ILLINOIS,IL,6644,,5063,1041,,16,,14,13,1,1,0,1,,85,4,,89,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1714900000,PIKE COUNTY,ILLINOIS,IL,6744,,5434,927,,30,,23,22,1,1,0,1,,99,6,,105,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1715100000,POPE COUNTY,ILLINOIS,IL,1813,,1337,363,,6,,7,6,1,1,0,1,,36,2,,38,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1715300000,PULASKI COUNTY,ILLINOIS,IL,2516,,2010,179,,11,,10,9,1,1,0,1,,55,0,CLERK STAFF,55,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1715500000,PUTNAM COUNTY,ILLINOIS,IL,2645,,2265,250,,8,,9,8,1,1,0,1,,40,0,CLERK STAFF,40,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1715700000,RANDOLPH COUNTY,ILLINOIS,IL,12467,,10061,996,,37,,24,24,0,1,0,1,,181,0,CLERK STAFF,181,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1715900000,RICHLAND COUNTY,ILLINOIS,IL,6222,,4734,1050,,21,,16,15,1,5,4,1,,96,0,CLERK STAFF,96,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1716100000,ROCK ISLAND COUNTY,ILLINOIS,IL,51283,,29218,13391,,120,,38,38,0,33,32,1,,253,22,,275,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1716300000,ST. CLAIR COUNTY,ILLINOIS,IL,94137,,65589,15727,,190,,126,125,1,7,4,3,,809,20,,829,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1716500000,SALINE COUNTY,ILLINOIS,IL,12509,,9773,1681,,28,,15,14,1,1,0,1,,100,0,CLERK STAFF,100,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1716700000,SANGAMON COUNTY,ILLINOIS,IL,87193,,65523,11551,,180,,82,81,1,2,1,1,,890,0,CLERK STAFF,890,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1716900000,SCHUYLER COUNTY,ILLINOIS,IL,3176,,2544,493,,17,,14,13,1,1,0,1,,65,4,,69,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1717100000,SCOTT COUNTY,ILLINOIS,IL,2098,,1771,229,,10,,7,6,1,1,0,1,,41,0,CLERK STAFF,41,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1717300000,SHELBY COUNTY,ILLINOIS,IL,9399,,8105,778,,33,,27,27,0,1,0,1,,163,0,CLERK STAFF,163,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1717500000,STARK COUNTY,ILLINOIS,IL,2446,,2099,233,,9,,9,9,0,1,0,1,,27,0,CLERK STAFF,27,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1717700000,STEPHENSON COUNTY,ILLINOIS,IL,16505,,12200,3340,,40,,25,24,1,1,0,1,,123,0,CLERK STAFF,123,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1717900000,TAZEWELL COUNTY,ILLINOIS,IL,17362,,8681,4754,,135,,136,135,1,7,6,1,,465,17,,482,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1718100000,UNION COUNTY,ILLINOIS,IL,9794,,7683,1216,,20,,21,20,1,1,0,1,,94,2,,96,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1718300000,VERMILION COUNTY,ILLINOIS,IL,15484,,12989,1476,,55,,27,26,1,1,0,1,,232,4,,236,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1718500000,WABASH COUNTY,ILLINOIS,IL,4055,,3178,653,,16,,10,9,1,1,0,1,,78,0,CLERK STAFF,78,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1718563000,DANVILLE CITY,ILLINOIS,IL,7702,,5201,1496,,29,,29,29,0,1,0,1,,145,4,,149,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1718700000,WARREN COUNTY,ILLINOIS,IL,6163,,4739,923,,28,,16,15,1,1,0,1,,110,2,,112,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1718900000,WASHINGTON COUNTY,ILLINOIS,IL,6204,,5335,602,,21,,20,19,1,1,0,1,,103,0,CLERK STAFF,103,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1719100000,WAYNE COUNTY,ILLINOIS,IL,6065,,5159,608,,27,,20,19,1,1,0,1,,81,0,CLERK STAFF,81,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1719300000,WHITE COUNTY,ILLINOIS,IL,6006,,4809,854,,18,,13,12,1,1,0,1,,Does not apply,1,,65,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1719500000,WHITESIDE COUNTY,ILLINOIS,IL,21721,,18141,1788,,60,,29,0,2,2,1,1,,259,0,CLERK STAFF,259,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1719700000,WILL COUNTY,ILLINOIS,IL,251044,,176174,48250,,304,,246,245,1,22,3,19,,1534,0,CLERK STAFF,1534,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1719900000,WILLIAMSON COUNTY,ILLINOIS,IL,27847,,20532,4808,,65,,43,42,1,1,0,1,,255,13,,268,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1720100000,WINNEBAGO COUNTY,ILLINOIS,IL,52383,,44974,3921,,99,,61,61,0,1,0,1,,437,4,,441,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1720300000,WOODFORD COUNTY,ILLINOIS,IL,16407,,14250,1221,,45,,1,0,1,1,0,1,,218,4,,222,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1722255000,EAST ST. LOUIS CITY,ILLINOIS,IL,7592,,4686,400,,25,,21,20,1,1,0,1,,110,0,CLERK STAFF,110,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1728326000,GALESBURG CITY,ILLINOIS,IL,9847,,6030,2420,,21,,10,9,1,1,0,1,,105,3,,108,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1765000000,ROCKFORD CITY,ILLINOIS,IL,43621,,27770,9440,,86,,36,35,1,2,1,1,,429,11,,440,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1800100000,ADAMS COUNTY,INDIANA,IN,11333,,6650,4327,,25,,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,Data not available,Data not available,,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1802100000,CLAY COUNTY,INDIANA,IN,9433,,6134,2916,,24,,8,8,0,4,3,1,,64,12,,76,12,Data not available,Data not available,Data not available,Data not available,Data not available,,
1802500000,CRAWFORD COUNTY,INDIANA,IN,4121,,3327,566,,18,,9,8,1,2,1,1,,40,2,,42,2,Data not available,Data not available,Data not available,Data not available,Data not available,,
1803300000,DEKALB COUNTY,INDIANA,IN,14075,,9446,4038,,39,,18,18,0,1,0,1,,129,2,,131,2,Data not available,Data not available,Data not available,Data not available,Data not available,,
1803500000,DELAWARE COUNTY,INDIANA,IN,38201,,29237,5918,,78,,55,55,0,1,0,1,,404,12,,416,12,Data not available,Data not available,Data not available,Data not available,Data not available,,
1803700000,DUBOIS COUNTY,INDIANA,IN,17328,,8135,8332,,40,,10,10,0,8,7,1,,63,16,,79,16,Data not available,Data not available,Data not available,Data not available,Data not available,,
1804300000,FLOYD COUNTY,INDIANA,IN,32191,,17175,12953,,60,,18,18,0,9,8,1,,144,48,,192,48,Data not available,Data not available,Data not available,Data not available,Data not available,,
1805100000,GIBSON COUNTY,INDIANA,IN,12630,,8961,2888,,34,,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,Data not available,Data not available,,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1805300000,GRANT COUNTY,INDIANA,IN,20398,,14520,4242,,63,,35,34,1,1,0,1,,170,2,,172,2,Data not available,Data not available,Data not available,Data not available,Data not available,,
1805900000,HANCOCK COUNTY,INDIANA,IN,30456,,13470,15826,,50,,0,Data not available,Data not available,2,1,1,,80,10,,90,10,Data not available,Data not available,Data not available,Data not available,Data not available,,
1806300000,HENDRICKS COUNTY,INDIANA,IN,63270,,40622,19664,,104,,27,26,1,5,4,1,,220,24,,244,24,Data not available,Data not available,Data not available,Data not available,Data not available,,
1806500000,HENRY COUNTY,INDIANA,IN,15895,,12418,2531,,41,,0,0,0,2,2,0,,84,8,,92,8,Data not available,Data not available,Data not available,Data not available,Data not available,,
1806900000,HUNTINGTON COUNTY,INDIANA,IN,13371,,7547,5143,,37,,6,6,0,4,3,1,,42,10,,52,10,Data not available,Data not available,Data not available,Data not available,Data not available,,
1807100000,JACKSON COUNTY,INDIANA,IN,14828,,10238,3645,,30,,21,21,0,2,2,0,,127,8,,135,8,Data not available,15,40,42,25,,
1807700000,JEFFERSON COUNTY,INDIANA,IN,11508,,8332,2420,,26,,18,18,0,1,0,1,,125,4,,129,4,Data not available,Data not available,Data not available,Data not available,Data not available,,
1808100000,JOHNSON COUNTY,INDIANA,IN,52220,,27998,21102,,135,,21,20,1,8,7,1,,125,80,,205,80,Data not available,Data not available,Data not available,Data not available,Data not available,,
1808300000,KNOX COUNTY,INDIANA,IN,12875,,9303,2539,,33,,29,29,0,1,1,0,,170,5,,175,5,Data not available,Data not available,Data not available,Data not available,Data not available,,
1808900000,LAKE COUNTY,INDIANA,IN,165140,,115910,40752,,526,,288,288,0,12,11,1,,2300,33,,2333,33,Data not available,Data not available,Data not available,Data not available,Data not available,,
1809100000,LAPORTE COUNTY,INDIANA,IN,37790,,27722,7955,,93,,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,Data not available,Data not available,,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1809300000,LAWRENCE COUNTY,INDIANA,IN,15724,,8878,5471,,40,,10,10,0,4,3,1,,80,10,,10,10,Data not available,Data not available,Data not available,Data not available,Data not available,,
1809900000,MARSHALL COUNTY,INDIANA,IN,15081,,10336,3751,,30,,12,12,0,3,2,1,,84,10,,94,10,Data not available,Data not available,Data not available,Data not available,Data not available,,
1810900000,MORGAN COUNTY,INDIANA,IN,25480,,13061,10728,,54,,14,14,0,3,3,0,,80,12,,92,12,Data not available,Data not available,Data not available,Data not available,Data not available,,
1811100000,NEWTON COUNTY,INDIANA,IN,4690,,4041,420,,18,,7,7,0,1,0,1,,59,4,,63,4,Data not available,Data not available,Data not available,Data not available,Data not available,,
1811300000,NOBLE COUNTY,INDIANA,IN,13904,,8811,4385,,29,,8,8,0,7,6,1,,Data not available,Data not available,,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1812700000,PORTER COUNTY,INDIANA,IN,65449,,46887,15498,,123,,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,Data not available,Data not available,,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
1813100000,PULASKI COUNTY,INDIANA,IN,4439,,2971,1263,,15,,6,6,0,2,2,0,,50,4,,54,4,Data not available,Data not available,Data not available,Data not available,Data not available,,
1813300000,PUTNAM COUNTY,INDIANA,IN,12035,,7976,3518,,31,,8,8,0,1,0,1,,56,2,,58,2,Data not available,Data not available,Data not available,Data not available,Data not available,,
1813700000,RIPLEY COUNTY,INDIANA,IN,9638,,7982,1101,,25,,14,14,0,1,0,1,,85,2,,87,2,Data not available,Data not available,Data not available,Data not available,Data not available,,
