FIPSCode,Jurisdiction_Name,State_Full,State_Abbr,D1a,D1Comments,D2a,D2b,D2Comments,D3a,D3Comments,D4a,D4b,D4c,D5a,D5b,D5c,D4_D5Comments,D6,D7,D6_D7Comments,D8a,D8b,D8c,D8d,D8e,D8f,D8g,string_field_28,string_field_29
48925,TOWN OF MAPLEHURST - TAYLOR COUNTY,WISCONSIN,WI,141,,130,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
49200,TOWN OF MARENGO - ASHLAND COUNTY,WISCONSIN,WI,207,,192,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
49275,TOWN OF MARIETTA - CRAWFORD COUNTY,WISCONSIN,WI,244,,238,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
49425,TOWN OF MARION - WAUSHARA COUNTY,WISCONSIN,WI,1109,,962,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
49900,VILLAGE OF MASON - BAYFIELD COUNTY,WISCONSIN,WI,31,,28,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
50275,TOWN OF MEAD - CLARK COUNTY,WISCONSIN,WI,117,,112,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
50300,TOWN OF MEADOWBROOK - SAWYER COUNTY,WISCONSIN,WI,71,,70,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
50800,VILLAGE OF MELVINA - MONROE COUNTY,WISCONSIN,WI,30,,29,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
51425,TOWN OF METEOR - SAWYER COUNTY,WISCONSIN,WI,77,,77,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
51875,VILLAGE OF MILLADORE - MULTIPLE COUNTIES,WISCONSIN,WI,128,,128,0,,2,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
52050,TOWN OF MILLSTON - JACKSON COUNTY,WISCONSIN,WI,90,,87,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
53725,TOWN OF MONROE - ADAMS COUNTY,WISCONSIN,WI,236,,212,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
54025,TOWN OF MONTICELLO - LAFAYETTE COUNTY,WISCONSIN,WI,55,,53,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
54650,VILLAGE OF MOUNT CALVARY - FOND DU LAC COUNTY,WISCONSIN,WI,275,,261,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
54700,TOWN OF MOUNT HOPE - GRANT COUNTY,WISCONSIN,WI,80,,76,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
54900,VILLAGE OF MT. STERLING - CRAWFORD COUNTY,WISCONSIN,WI,79,,77,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
55175,TOWN OF MURRY - RUSK COUNTY,WISCONSIN,WI,110,,106,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
55725,TOWN OF NECEDAH - JUNEAU COUNTY,WISCONSIN,WI,1028,,864,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
55950,VILLAGE OF NELSON - BUFFALO COUNTY,WISCONSIN,WI,132,,126,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
56000,VILLAGE OF NELSONVILLE - PORTAGE COUNTY,WISCONSIN,WI,100,,94,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
56125,VILLAGE OF NESHKORO - MARQUETTE COUNTY,WISCONSIN,WI,184,,180,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
57225,TOWN OF NEWTON - MARQUETTE COUNTY,WISCONSIN,WI,220,,202,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
57600,TOWN OF NORRIE - MARATHON COUNTY,WISCONSIN,WI,511,,487,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
59225,TOWN OF OASIS - WAUSHARA COUNTY,WISCONSIN,WI,212,,196,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
59850,TOWN OF OMA - IRON COUNTY,WISCONSIN,WI,214,,161,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
59900,TOWN OF OMRO - WINNEBAGO COUNTY,WISCONSIN,WI,1259,,1127,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
60150,TOWN OF ORANGE - JUNEAU COUNTY,WISCONSIN,WI,233,,226,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
60750,TOWN OF OTTER CREEK - EAU CLAIRE COUNTY,WISCONSIN,WI,222,,211,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
61375,TOWN OF PARRISH - LANGLADE COUNTY,WISCONSIN,WI,53,,50,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
61600,TOWN OF PEEKSVILLE - ASHLAND COUNTY,WISCONSIN,WI,77,,77,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
61825,TOWN OF PENCE - IRON COUNTY,WISCONSIN,WI,88,,79,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
62100,TOWN OF PERSHING - TAYLOR COUNTY,WISCONSIN,WI,56,,54,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
63425,TOWN OF PLEASANT VALLEY - ST. CROIX COUNTY,WISCONSIN,WI,243,,235,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
63650,TOWN OF PLYMOUTH - JUNEAU COUNTY,WISCONSIN,WI,290,,262,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
65150,VILLAGE OF PRAIRIE FARM - BARRON COUNTY,WISCONSIN,WI,148,,139,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
65500,TOWN OF PRESTON - TREMPEALEAU COUNTY,WISCONSIN,WI,386,,375,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
65700,TOWN OF PULASKI - IOWA COUNTY,WISCONSIN,WI,140,,133,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
66050,VILLAGE OF RADISSON - SAWYER COUNTY,WISCONSIN,WI,71,,67,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
67425,TOWN OF RICHFIELD - ADAMS COUNTY,WISCONSIN,WI,87,,77,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
68775,TOWN OF ROCK ELM - PIERCE COUNTY,WISCONSIN,WI,176,,173,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
69625,TOWN OF ROSS - FOREST COUNTY,WISCONSIN,WI,58,,54,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
69850,TOWN OF ROXBURY - DANE COUNTY,WISCONSIN,WI,990,,921,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
69975,TOWN OF RUBY - CHIPPEWA COUNTY,WISCONSIN,WI,184,,174,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
70000,VILLAGE OF RUDOLPH - WOOD COUNTY,WISCONSIN,WI,220,,208,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
70325,TOWN OF RUSSELL - LINCOLN COUNTY,WISCONSIN,WI,292,,272,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
70350,TOWN OF RUSSELL - SHEBOYGAN COUNTY,WISCONSIN,WI,181,,171,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
70500,VILLAGE OF ST. CLOUD - FOND DU LAC COUNTY,WISCONSIN,WI,263,,252,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
70925,TOWN OF ST. MARIE - GREEN LAKE COUNTY,WISCONSIN,WI,206,,202,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
71875,TOWN OF SAXON - IRON COUNTY,WISCONSIN,WI,172,,160,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
72000,TOWN OF SCANDINAVIA - WAUPACA COUNTY,WISCONSIN,WI,594,,551,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
72300,TOWN OF SCOTT - LINCOLN COUNTY,WISCONSIN,WI,750,,693,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
72325,TOWN OF SCOTT - MONROE COUNTY,WISCONSIN,WI,45,,45,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
72525,TOWN OF SENECA - GREEN LAKE COUNTY,WISCONSIN,WI,186,,173,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
73175,VILLAGE OF SHELDON - RUSK COUNTY,WISCONSIN,WI,83,,83,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
73400,TOWN OF SHERMAN - IRON COUNTY,WISCONSIN,WI,199,,177,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
73850,TOWN OF SHULLSBURG - LAFAYETTE COUNTY,WISCONSIN,WI,143,,135,0,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
